int_mentality_id,int_player_id,int_aggression,int_interceptions,int_positioning,int_vision,int_penalties,int_composure
7613,7613,65,66,55,40,40,49
7614,7614,70,65,35,52,41,59
7615,7615,70,61,58,59,50,56
7616,7616,87,64,35,30,36,50
7617,7617,48,20,54,55,51,48
7618,7618,52,65,49,55,34,62
7619,7619,18,13,11,53,23,55
7620,7620,66,65,64,65,55,66
7621,7621,68,65,41,50,68,58
7622,7622,74,64,57,60,57,64
7623,7623,23,19,8,11,34,31
7624,7624,67,48,70,66,68,70
7625,7625,51,56,61,55,54,49
7626,7626,59,21,65,63,47,60
7627,7627,62,68,35,37,34,58
7628,7628,19,20,14,33,21,47
7629,7629,67,65,50,66,45,63
7630,7630,60,60,52,58,54,63
7631,7631,60,49,62,69,60,66
7632,7632,59,57,64,68,59,64
7633,7633,83,38,76,67,62,65
7634,7634,63,65,33,54,36,60
7635,7635,55,41,60,61,56,47
7636,7636,45,54,55,68,52,51
7637,7637,64,30,65,55,42,53
7638,7638,59,24,72,67,70,59
7639,7639,60,65,53,64,54,69
7640,7640,32,19,62,59,55,49
7641,7641,63,57,48,62,35,53
7642,7642,76,62,42,32,41,56
7643,7643,65,69,42,40,40,50
7644,7644,61,65,58,51,38,63
7645,7645,64,58,62,64,47,63
7646,7646,65,64,66,69,56,65
7647,7647,70,35,67,70,74,71
7648,7648,72,63,61,46,65,67
7649,7649,78,31,59,65,63,64
7650,7650,64,65,29,41,39,56
7651,7651,60,59,67,65,72,67
7652,7652,82,70,38,48,30,68
7653,7653,26,26,15,40,22,46
7654,7654,55,62,62,68,62,55
7655,7655,28,10,5,52,18,60
7656,7656,71,65,38,37,35,63
7657,7657,75,64,40,32,33,58
7658,7658,68,63,66,67,61,68
7659,7659,25,21,16,31,25,49
7660,7660,45,65,63,61,54,73
7661,7661,68,71,54,47,44,48
7662,7662,66,77,25,43,51,54
7663,7663,85,35,67,64,39,65
7664,7664,20,12,6,27,20,14
7665,7665,64,68,40,35,45,61
7666,7666,58,64,62,66,40,65
7667,7667,71,74,30,25,37,53
7668,7668,67,36,65,58,66,59
7669,7669,49,31,65,60,52,62
7670,7670,61,61,64,38,44,50
7671,7671,66,59,41,45,25,57
7672,7672,20,21,17,32,24,48
7673,7673,59,42,71,68,54,71
7674,7674,68,62,38,39,39,49
7675,7675,70,23,65,45,65,53
7676,7676,71,70,59,58,49,68
7677,7677,65,65,23,58,28,70
7678,7678,66,69,65,60,65,73
7679,7679,73,57,60,53,37,52
7680,7680,68,61,59,59,48,67
7681,7681,74,65,55,61,56,65
7682,7682,70,71,61,65,57,72
7683,7683,66,59,60,53,59,48
7684,7684,56,32,61,60,60,61
7685,7685,74,42,68,51,69,65
7686,7686,72,33,64,62,62,65
7687,7687,67,53,65,64,53,72
7688,7688,58,62,54,41,50,47
7689,7689,58,67,54,60,54,69
7690,7690,37,22,69,42,58,62
7691,7691,42,24,69,63,64,69
7692,7692,59,22,63,59,65,71
7693,7693,55,23,55,51,58,60
7694,7694,59,54,64,67,58,57
7695,7695,57,48,56,71,58,73
7696,7696,68,68,49,49,39,67
7697,7697,52,52,59,58,58,50
7698,7698,72,65,61,37,37,62
7699,7699,58,39,70,73,64,56
7700,7700,51,59,59,35,37,62
7701,7701,71,65,63,63,67,74
7702,7702,62,62,38,45,37,59
7703,7703,66,71,35,43,39,66
7704,7704,77,63,62,62,61,75
7705,7705,51,17,57,61,61,62
7706,7706,79,66,52,64,43,72
7707,7707,55,18,66,54,53,65
7708,7708,80,55,65,59,55,63
7709,7709,66,66,53,61,47,62
7710,7710,49,29,60,67,52,63
7711,7711,68,32,62,66,66,64
7712,7712,48,53,64,57,67,59
7713,7713,46,29,57,59,56,65
7714,7714,61,53,64,63,57,72
7715,7715,55,42,63,64,42,57
7716,7716,55,64,34,32,40,62
7717,7717,60,51,64,64,55,64
7718,7718,50,57,64,72,54,70
7719,7719,49,68,56,57,39,58
7720,7720,75,14,72,49,68,66
7721,7721,38,64,51,60,44,75
7722,7722,60,42,65,68,59,67
7723,7723,77,67,59,48,54,66
7724,7724,55,65,65,64,52,67
7725,7725,68,57,57,45,40,48
7726,7726,70,62,65,63,66,66
7727,7727,68,56,63,67,67,71
7728,7728,62,62,59,62,48,60
7729,7729,65,69,58,68,53,67
7730,7730,68,66,26,33,26,57
7731,7731,52,24,66,51,62,60
7732,7732,33,60,53,66,43,57
7733,7733,52,29,72,71,54,70
7734,7734,60,64,37,34,34,56
7735,7735,54,25,59,63,68,69
7736,7736,73,67,43,42,25,68
7737,7737,79,74,47,66,57,71
7738,7738,71,66,55,61,62,62
7739,7739,79,40,64,65,71,72
7740,7740,75,67,23,33,38,58
7741,7741,66,65,21,25,32,63
7742,7742,39,16,65,57,78,66
7743,7743,56,50,61,69,57,69
7744,7744,69,60,60,72,74,68
7745,7745,12,24,13,14,22,47
7746,7746,65,66,21,33,37,61
7747,7747,59,63,62,69,68,68
7748,7748,65,61,55,57,34,57
7749,7749,86,62,61,65,64,64
7750,7750,72,27,67,58,67,64
7751,7751,13,10,10,43,25,33
7752,7752,87,66,63,70,53,72
7753,7753,69,57,64,58,48,67
7754,7754,68,62,53,49,54,58
7755,7755,65,23,72,72,50,68
7756,7756,22,13,16,35,15,27
7757,7757,56,57,54,57,60,59
7758,7758,43,56,60,69,52,65
7759,7759,67,67,39,58,42,68
7760,7760,59,56,66,64,65,59
7761,7761,62,65,55,52,36,58
7762,7762,42,25,63,55,53,61
7763,7763,63,70,28,44,36,48
7764,7764,46,36,71,56,82,74
7765,7765,46,57,58,67,53,64
7766,7766,62,48,59,61,41,58
7767,7767,21,25,55,66,41,60
7768,7768,72,67,64,65,48,69
7769,7769,70,64,60,54,52,62
7770,7770,63,69,50,48,33,61
7771,7771,47,30,65,55,58,50
7772,7772,80,52,68,60,64,66
7773,7773,57,45,63,68,55,65
7774,7774,17,14,8,30,14,32
7775,7775,74,56,58,64,61,71
7776,7776,63,65,44,40,39,63
7777,7777,58,59,44,57,28,55
7778,7778,63,69,59,64,44,65
7779,7779,72,62,49,63,39,59
7780,7780,26,21,11,50,23,59
7781,7781,42,25,64,68,59,55
7782,7782,71,64,32,42,65,62
7783,7783,57,18,66,45,62,65
7784,7784,58,55,61,70,48,69
7785,7785,69,63,65,64,55,58
7786,7786,22,12,7,27,19,35
7787,7787,53,69,27,21,44,47
7788,7788,62,70,45,62,53,63
7789,7789,71,64,28,38,32,52
7790,7790,63,26,67,44,68,67
7791,7791,41,22,67,66,69,62
7792,7792,66,68,56,67,48,63
7793,7793,48,41,60,64,54,62
7794,7794,69,57,51,60,47,61
7795,7795,19,26,19,31,30,47
7796,7796,70,26,67,74,60,72
7797,7797,24,20,13,13,25,54
7798,7798,69,34,65,59,61,70
7799,7799,73,69,48,45,46,60
7800,7800,59,36,65,61,42,62
7801,7801,62,58,56,58,42,62
7802,7802,53,17,66,43,60,65
7803,7803,70,61,57,68,57,69
7804,7804,59,32,69,63,62,71
7805,7805,45,45,61,62,60,61
7806,7806,68,66,38,29,38,59
7807,7807,39,20,62,58,61,65
7808,7808,59,73,55,70,69,60
7809,7809,63,66,25,34,38,52
7810,7810,51,62,36,48,41,60
7811,7811,55,62,60,64,45,59
7812,7812,74,60,62,65,60,64
7813,7813,72,68,44,43,33,54
7814,7814,62,46,66,65,54,63
7815,7815,61,60,57,49,35,63
7816,7816,54,11,68,63,61,62
7817,7817,65,62,56,64,36,64
7818,7818,58,57,28,32,46,59
7819,7819,72,67,57,52,41,61
7820,7820,64,60,67,65,52,61
7821,7821,25,8,9,48,17,50
7822,7822,67,48,69,69,72,65
7823,7823,23,8,7,28,18,37
7824,7824,78,64,55,44,37,55
7825,7825,62,56,61,66,60,69
7826,7826,80,70,26,41,43,65
7827,7827,60,59,66,54,32,59
7828,7828,61,27,62,63,62,63
7829,7829,34,23,13,31,11,42
7830,7830,55,39,54,62,56,64
7831,7831,54,64,55,50,35,53
7832,7832,69,18,69,58,68,70
7833,7833,69,60,20,30,39,50
7834,7834,67,65,68,66,61,71
7835,7835,55,62,48,51,42,57
7836,7836,44,42,61,57,46,63
7837,7837,54,65,42,50,46,64
7838,7838,42,48,63,65,44,62
7839,7839,74,66,64,65,58,70
7840,7840,69,67,48,44,51,59
7841,7841,68,65,38,38,57,63
7842,7842,62,64,40,47,36,60
7843,7843,54,66,26,32,34,56
7844,7844,58,40,64,57,67,66
7845,7845,66,67,55,58,60,69
7846,7846,63,74,36,65,61,70
7847,7847,55,59,66,68,42,63
7848,7848,65,63,35,52,47,66
7849,7849,42,20,57,60,72,65
7850,7850,76,64,51,56,54,58
7851,7851,41,28,72,60,67,62
7852,7852,80,61,63,60,44,71
7853,7853,74,63,58,59,63,60
7854,7854,23,24,13,18,22,46
7855,7855,51,38,68,67,65,59
7856,7856,61,56,65,69,56,65
7857,7857,19,15,6,60,32,49
7858,7858,35,23,61,62,55,55
7859,7859,66,24,68,48,70,70
7860,7860,73,67,61,66,46,49
7861,7861,65,31,66,65,67,53
7862,7862,55,58,53,46,42,50
7863,7863,71,55,64,70,56,76
7864,7864,71,64,54,45,42,59
7865,7865,54,64,60,61,46,66
7866,7866,35,35,67,58,54,63
7867,7867,72,24,70,53,70,70
7868,7868,21,10,7,24,16,51
7869,7869,67,70,41,40,43,65
7870,7870,60,66,57,48,49,52
7871,7871,73,67,38,60,46,50
7872,7872,62,65,73,69,42,70
7873,7873,60,59,58,63,55,54
7874,7874,73,49,58,63,56,65
7875,7875,18,24,11,24,20,47
7876,7876,57,60,60,66,63,61
7877,7877,75,31,72,62,70,66
7878,7878,61,62,42,48,45,62
7879,7879,57,34,63,42,66,72
7880,7880,66,61,35,38,68,59
7881,7881,77,22,70,64,64,68
7882,7882,72,66,36,49,68,62
7883,7883,63,68,22,32,51,50
7884,7884,24,17,15,18,22,29
7885,7885,25,20,15,30,24,33
7886,7886,63,67,71,64,60,67
7887,7887,40,35,61,64,67,60
7888,7888,70,70,63,58,50,70
7889,7889,68,66,56,59,48,67
7890,7890,76,64,66,66,44,61
7891,7891,63,41,64,57,57,65
7892,7892,70,66,63,64,51,61
7893,7893,67,65,59,57,41,61
7894,7894,56,29,71,64,58,63
7895,7895,50,38,61,54,33,60
7896,7896,66,65,55,40,47,53
7897,7897,70,54,64,71,53,64
7898,7898,39,11,61,55,59,48
7899,7899,64,68,67,64,52,66
7900,7900,42,23,9,33,14,63
7901,7901,58,65,56,39,54,58
7902,7902,73,55,57,48,38,50
7903,7903,49,42,59,55,72,52
7904,7904,65,28,67,59,63,58
7905,7905,22,13,12,52,20,60
7906,7906,35,41,70,68,65,68
7907,7907,53,55,60,73,69,68
7908,7908,49,24,67,65,62,67
7909,7909,63,65,41,42,54,58
7910,7910,22,26,11,47,27,62
7911,7911,67,67,40,50,40,58
7912,7912,72,66,49,55,57,67
7913,7913,74,43,65,69,67,69
7914,7914,31,17,65,38,62,51
7915,7915,65,68,49,40,51,66
7916,7916,64,64,61,65,48,66
7917,7917,66,62,58,61,50,60
7918,7918,70,70,61,65,51,75
7919,7919,60,24,66,53,65,63
7920,7920,71,48,67,64,65,70
7921,7921,58,64,64,68,59,69
7922,7922,62,60,58,57,54,64
7923,7923,77,65,53,57,48,61
7924,7924,53,37,62,68,66,71
7925,7925,69,53,65,67,71,64
7926,7926,50,52,70,61,61,70
7927,7927,70,59,57,58,32,58
7928,7928,76,69,24,32,36,63
7929,7929,60,70,56,50,38,63
7930,7930,76,62,31,44,42,49
7931,7931,69,69,35,48,46,62
7932,7932,68,18,59,68,66,57
7933,7933,58,44,63,65,67,62
7934,7934,44,70,27,28,32,49
7935,7935,60,34,56,72,71,72
7936,7936,73,23,66,52,63,66
7937,7937,80,64,60,35,36,58
7938,7938,68,65,39,57,59,65
7939,7939,51,49,66,67,53,65
7940,7940,58,63,60,63,56,62
7941,7941,37,56,67,65,52,64
7942,7942,33,19,63,70,59,66
7943,7943,57,19,68,59,62,61
7944,7944,63,57,69,67,58,68
7945,7945,64,54,66,67,63,61
7946,7946,66,64,61,64,45,63
7947,7947,67,65,55,56,57,71
7948,7948,65,64,39,40,42,55
7949,7949,18,23,16,40,14,30
7950,7950,48,28,66,66,69,66
7951,7951,57,65,72,65,50,58
7952,7952,56,24,70,58,71,62
7953,7953,63,28,62,60,63,58
7954,7954,65,66,58,45,63,57
7955,7955,61,22,69,67,65,65
7956,7956,71,64,46,45,48,64
7957,7957,32,23,19,50,42,55
7958,7958,73,65,32,44,33,56
7959,7959,72,70,60,65,74,50
7960,7960,66,62,57,50,42,53
7961,7961,22,8,7,23,12,49
7962,7962,67,56,65,67,54,70
7963,7963,64,36,65,68,77,65
7964,7964,28,22,13,62,13,51
7965,7965,65,63,60,30,37,64
7966,7966,62,66,57,65,43,75
7967,7967,70,29,66,61,64,65
7968,7968,38,43,61,59,50,47
7969,7969,83,32,60,63,36,58
7970,7970,62,59,65,50,35,47
7971,7971,69,66,38,48,39,59
7972,7972,33,18,18,59,23,56
7973,7973,51,66,59,67,49,68
7974,7974,58,62,66,58,52,62
7975,7975,61,62,58,61,46,67
7976,7976,40,58,68,66,68,72
7977,7977,68,67,54,59,45,67
7978,7978,45,49,67,63,50,66
7979,7979,69,64,28,40,52,71
7980,7980,32,24,13,48,23,63
7981,7981,75,66,28,34,52,67
7982,7982,68,70,55,67,62,56
7983,7983,28,25,59,64,70,68
7984,7984,65,69,22,39,35,64
7985,7985,70,66,39,48,58,63
7986,7986,63,64,32,39,39,56
7987,7987,74,64,27,29,44,60
7988,7988,67,22,68,56,54,65
7989,7989,68,60,73,68,67,62
7990,7990,64,59,69,66,59,54
7991,7991,21,12,6,41,12,34
7992,7992,73,67,29,45,35,56
7993,7993,80,60,63,49,58,56
7994,7994,66,66,24,29,38,59
7995,7995,67,14,66,60,56,60
7996,7996,72,70,24,29,38,63
7997,7997,49,20,64,58,46,54
7998,7998,66,65,64,63,56,55
7999,7999,64,53,66,66,60,70
8000,8000,40,20,68,66,70,63
8001,8001,63,65,47,63,41,61
8002,8002,48,57,55,68,53,69
8003,8003,64,54,53,68,44,69
8004,8004,31,13,2,38,12,31
8005,8005,61,62,24,29,40,68
8006,8006,72,68,25,32,41,59
8007,8007,20,19,13,38,35,30
8008,8008,35,19,68,43,58,66
8009,8009,48,22,68,53,64,63
8010,8010,47,39,54,62,60,69
8011,8011,54,66,62,68,64,63
8012,8012,59,55,61,62,61,68
8013,8013,80,68,50,49,47,60
8014,8014,58,33,70,54,68,65
8015,8015,82,27,69,58,73,71
8016,8016,74,66,56,54,51,62
8017,8017,35,24,65,68,55,66
8018,8018,70,64,30,30,34,57
8019,8019,67,23,64,59,57,59
8020,8020,82,60,43,41,35,62
8021,8021,57,62,42,36,36,64
8022,8022,65,67,52,54,49,63
8023,8023,79,67,74,69,68,76
8024,8024,23,17,9,43,20,45
8025,8025,58,28,65,56,73,58
8026,8026,60,61,55,45,40,53
8027,8027,48,32,61,64,60,70
8028,8028,50,41,71,52,63,72
8029,8029,58,68,42,50,35,63
8030,8030,67,44,65,57,60,59
8031,8031,55,22,68,70,72,45
8032,8032,61,65,41,66,42,70
8033,8033,35,21,64,62,65,55
8034,8034,45,18,71,59,68,68
8035,8035,63,58,63,69,71,58
8036,8036,70,12,62,53,73,70
8037,8037,59,52,62,64,67,71
8038,8038,45,13,14,50,25,47
8039,8039,75,54,68,65,37,68
8040,8040,65,21,65,64,67,59
8041,8041,54,32,72,69,64,59
8042,8042,64,60,59,63,59,57
8043,8043,56,65,29,40,30,61
8044,8044,54,66,30,37,35,68
8045,8045,70,64,59,40,46,63
8046,8046,41,46,63,65,59,51
8047,8047,65,68,61,39,49,64
8048,8048,33,30,66,62,51,61
8049,8049,80,61,66,61,25,63
8050,8050,56,54,61,62,44,54
8051,8051,59,65,65,66,47,59
8052,8052,51,69,53,60,45,54
8053,8053,22,13,11,38,22,43
8054,8054,67,64,61,62,58,58
8055,8055,66,64,65,68,44,71
8056,8056,43,49,51,64,49,59
8057,8057,46,56,69,70,61,61
8058,8058,50,44,63,76,59,68
8059,8059,63,59,54,52,55,58
8060,8060,38,63,59,69,67,65
8061,8061,63,59,51,59,49,65
8062,8062,24,10,5,41,15,32
8063,8063,63,65,45,59,35,60
8064,8064,37,23,61,51,51,49
8065,8065,63,64,54,53,40,56
8066,8066,76,64,54,32,42,64
8067,8067,71,67,23,33,38,58
8068,8068,82,64,49,38,52,50
8069,8069,72,19,67,60,72,67
8070,8070,70,69,58,70,49,71
8071,8071,69,67,62,64,41,60
8072,8072,71,64,64,66,44,60
8073,8073,76,61,34,62,36,62
8074,8074,27,14,12,40,23,51
8075,8075,51,24,77,55,67,72
8076,8076,45,22,67,67,49,63
8077,8077,60,45,60,62,57,60
8078,8078,67,61,61,58,39,62
8079,8079,44,39,61,66,55,69
8080,8080,66,63,63,64,48,57
8081,8081,52,60,64,59,39,58
8082,8082,47,35,62,62,49,60
8083,8083,62,54,60,68,46,64
8084,8084,26,23,17,20,20,58
8085,8085,80,72,66,64,41,65
8086,8086,29,13,7,45,19,47
8087,8087,31,17,66,60,66,62
8088,8088,27,13,12,29,21,40
8089,8089,58,32,72,68,61,72
8090,8090,74,23,68,66,60,70
8091,8091,68,63,50,52,53,66
8092,8092,56,24,67,62,58,61
8093,8093,66,44,68,53,55,58
8094,8094,56,58,67,68,49,58
8095,8095,43,26,67,48,60,58
8096,8096,68,63,57,58,45,60
8097,8097,52,52,68,72,43,65
8098,8098,82,41,65,65,75,63
8099,8099,72,67,58,60,66,60
8100,8100,48,59,59,67,52,62
8101,8101,77,65,25,31,52,70
8102,8102,31,45,59,57,63,52
8103,8103,69,60,32,46,35,73
8104,8104,51,55,55,47,57,57
8105,8105,56,42,67,67,68,66
8106,8106,45,34,63,57,51,51
8107,8107,49,56,63,67,54,63
8108,8108,29,10,72,40,67,60
8109,8109,71,67,66,68,61,60
8110,8110,55,42,53,72,66,70
8111,8111,66,62,48,62,34,62
8112,8112,70,64,43,52,69,65
8113,8113,39,11,13,40,24,52
8114,8114,58,66,50,47,55,66
8115,8115,38,18,69,70,55,69
8116,8116,73,37,68,56,61,65
8117,8117,53,66,65,72,67,51
8118,8118,61,64,28,29,30,60
8119,8119,65,61,51,43,39,49
8120,8120,57,17,69,60,69,63
8121,8121,40,26,62,63,53,65
8122,8122,57,57,56,55,37,60
8123,8123,66,67,58,58,42,64
8124,8124,46,28,62,62,55,59
8125,8125,62,66,48,65,40,57
8126,8126,72,68,35,54,54,62
8127,8127,75,69,58,64,38,66
8128,8128,57,59,60,64,49,54
8129,8129,68,66,67,70,57,69
8130,8130,82,64,23,38,37,52
8131,8131,23,26,18,36,20,51
8132,8132,63,40,65,68,59,62
8133,8133,71,64,57,68,65,72
8134,8134,72,69,41,37,45,62
8135,8135,48,43,71,68,53,60
8136,8136,62,61,30,29,37,58
8137,8137,60,64,27,52,35,56
8138,8138,47,66,64,59,48,50
8139,8139,69,64,55,30,45,54
8140,8140,61,64,55,50,41,57
8141,8141,70,65,53,57,31,61
8142,8142,62,68,52,65,42,64
8143,8143,71,65,12,37,39,61
8144,8144,30,11,72,41,63,52
8145,8145,81,63,25,30,40,64
8146,8146,62,60,62,65,40,62
8147,8147,47,50,68,71,54,67
8148,8148,22,18,16,17,20,34
8149,8149,37,25,69,64,53,72
8150,8150,27,54,65,70,65,58
8151,8151,47,34,68,65,54,64
8152,8152,69,62,63,55,36,57
8153,8153,46,46,69,68,69,65
8154,8154,60,24,72,53,57,59
8155,8155,62,65,25,46,29,60
8156,8156,71,65,43,41,40,50
8157,8157,71,66,45,49,42,69
8158,8158,34,20,10,38,28,60
8159,8159,69,68,36,43,43,58
8160,8160,57,39,70,60,66,66
8161,8161,66,65,58,69,63,73
8162,8162,51,27,69,63,57,65
8163,8163,70,69,46,48,55,58
8164,8164,82,70,26,48,44,51
8165,8165,54,70,26,32,45,60
8166,8166,59,48,65,53,44,62
8167,8167,60,57,61,62,58,64
8168,8168,38,27,59,61,47,53
8169,8169,33,38,60,62,52,63
8170,8170,72,67,34,49,36,61
8171,8171,44,25,66,62,49,56
8172,8172,75,25,70,60,67,68
8173,8173,75,63,33,55,37,63
8174,8174,25,25,14,35,20,35
8175,8175,68,66,62,64,51,66
8176,8176,66,71,46,17,40,62
8177,8177,62,57,53,52,47,58
8178,8178,27,15,10,43,16,44
8179,8179,70,65,37,45,45,64
8180,8180,57,34,69,66,76,73
8181,8181,65,59,45,49,49,60
8182,8182,68,64,23,53,40,65
8183,8183,55,36,68,68,77,68
8184,8184,73,62,52,63,58,52
8185,8185,64,45,62,66,53,67
8186,8186,79,67,38,51,30,64
8187,8187,62,62,61,58,47,50
8188,8188,33,20,62,57,47,57
8189,8189,65,64,56,60,45,62
8190,8190,68,66,22,37,48,58
8191,8191,71,71,28,46,35,62
8192,8192,73,66,60,64,39,58
8193,8193,61,61,58,66,74,72
8194,8194,44,22,11,14,21,29
8195,8195,31,16,73,46,56,66
8196,8196,51,59,57,67,59,61
8197,8197,59,29,67,62,45,54
8198,8198,70,65,42,48,36,47
8199,8199,72,66,41,35,36,53
8200,8200,32,29,68,66,50,52
8201,8201,70,66,23,32,32,54
8202,8202,62,64,59,67,41,61
8203,8203,60,63,62,59,42,60
8204,8204,69,32,67,54,60,57
8205,8205,35,29,59,53,49,51
8206,8206,58,21,64,62,51,61
8207,8207,59,36,69,63,56,70
8208,8208,64,70,29,37,36,59
8209,8209,58,36,61,38,69,59
8210,8210,20,20,16,32,23,46
8211,8211,74,66,53,58,31,67
8212,8212,54,36,67,69,71,50
8213,8213,78,65,64,66,54,68
8214,8214,57,33,67,62,46,55
8215,8215,67,63,51,50,61,67
8216,8216,53,52,61,61,55,52
8217,8217,78,65,49,52,52,65
8218,8218,71,62,38,36,43,70
8219,8219,69,60,67,46,32,62
8220,8220,70,67,24,36,42,65
8221,8221,40,33,64,59,52,68
8222,8222,45,20,61,58,63,56
8223,8223,54,52,62,68,61,57
8224,8224,70,59,55,55,44,49
8225,8225,70,66,61,64,55,65
8226,8226,59,61,70,62,62,62
8227,8227,66,65,69,50,55,54
8228,8228,39,22,13,51,19,42
8229,8229,76,65,38,39,37,73
8230,8230,71,63,46,55,54,62
8231,8231,66,62,67,59,36,56
8232,8232,58,47,53,70,54,64
8233,8233,19,17,12,24,27,51
8234,8234,59,38,64,63,47,62
8235,8235,65,67,26,45,45,61
8236,8236,63,65,28,29,52,62
8237,8237,72,66,48,56,64,58
8238,8238,34,24,63,59,56,57
8239,8239,61,23,63,63,61,55
8240,8240,74,52,65,56,63,59
8241,8241,59,24,66,60,63,64
8242,8242,52,65,66,68,44,50
8243,8243,43,25,61,62,65,64
8244,8244,77,22,66,59,59,64
8245,8245,60,64,47,57,32,47
8246,8246,65,65,58,68,49,58
8247,8247,57,26,64,74,62,58
8248,8248,57,69,33,42,46,57
8249,8249,60,38,62,64,63,56
8250,8250,73,68,26,35,29,58
8251,8251,78,63,64,67,58,62
8252,8252,60,65,61,65,56,67
8253,8253,57,26,71,57,64,64
8254,8254,66,16,67,66,50,49
8255,8255,65,67,47,56,46,53
8256,8256,61,26,64,46,61,53
8257,8257,71,64,24,54,31,61
8258,8258,69,33,70,55,57,65
8259,8259,54,60,52,47,51,63
8260,8260,70,44,69,58,71,72
8261,8261,70,67,61,67,57,71
8262,8262,78,67,55,60,39,63
8263,8263,47,62,41,50,35,56
8264,8264,64,63,64,71,61,55
8265,8265,41,37,62,66,63,62
8266,8266,54,24,70,51,67,62
8267,8267,72,65,36,45,44,64
8268,8268,76,43,66,68,64,70
8269,8269,55,61,56,55,57,59
8270,8270,74,65,50,55,51,62
8271,8271,70,62,64,72,45,74
8272,8272,51,31,61,57,52,55
8273,8273,59,44,64,66,55,68
8274,8274,60,64,58,55,36,64
8275,8275,47,29,64,69,59,68
8276,8276,78,68,30,43,49,55
8277,8277,46,39,65,65,59,76
8278,8278,69,65,65,74,53,69
8279,8279,80,59,76,63,52,75
8280,8280,29,18,69,63,60,66
8281,8281,55,61,42,55,43,56
8282,8282,70,68,46,65,61,65
8283,8283,62,61,48,56,38,59
8284,8284,26,19,7,36,20,50
8285,8285,69,65,63,58,39,67
8286,8286,56,66,63,58,58,55
8287,8287,63,65,62,65,63,66
8288,8288,73,70,47,61,42,60
8289,8289,53,15,66,49,70,58
8290,8290,55,60,57,45,53,65
8291,8291,62,55,62,69,55,56
8292,8292,80,68,29,34,16,56
8293,8293,52,60,56,57,36,65
8294,8294,62,70,69,64,48,54
8295,8295,48,47,66,67,67,64
8296,8296,58,52,66,66,68,61
8297,8297,71,57,67,75,70,66
8298,8298,60,22,66,56,61,63
8299,8299,71,67,63,65,68,72
8300,8300,72,69,30,25,38,55
8301,8301,71,63,62,65,38,66
8302,8302,69,36,67,63,69,65
8303,8303,40,42,61,62,56,64
8304,8304,57,22,65,61,59,69
8305,8305,75,65,54,66,47,65
8306,8306,57,32,59,57,47,50
8307,8307,59,34,62,63,52,51
8308,8308,43,43,63,63,63,61
8309,8309,50,26,61,55,64,52
8310,8310,68,50,73,57,48,60
8311,8311,42,17,64,65,53,53
8312,8312,74,65,23,51,31,64
8313,8313,68,63,52,41,47,59
8314,8314,50,35,62,65,54,68
8315,8315,61,18,67,54,60,65
8316,8316,34,19,66,67,66,59
8317,8317,58,66,20,34,35,57
8318,8318,75,62,63,62,31,66
8319,8319,32,13,6,56,10,47
8320,8320,67,41,64,63,57,70
8321,8321,55,61,40,52,52,72
8322,8322,50,62,58,53,45,55
8323,8323,69,68,37,41,46,58
8324,8324,75,68,30,34,33,57
8325,8325,60,73,31,31,48,50
8326,8326,67,67,33,47,45,57
8327,8327,69,64,29,59,33,64
8328,8328,31,7,8,28,20,49
8329,8329,66,59,54,56,59,70
8330,8330,85,65,65,68,58,68
8331,8331,77,63,53,56,60,64
8332,8332,64,65,56,45,36,68
8333,8333,74,63,57,63,56,64
8334,8334,43,47,65,61,57,68
8335,8335,75,65,60,62,72,64
8336,8336,28,13,9,48,37,41
8337,8337,64,65,30,27,40,55
8338,8338,34,25,12,41,15,31
8339,8339,80,67,59,67,54,59
8340,8340,62,18,66,58,66,63
8341,8341,41,43,65,56,63,57
8342,8342,20,13,5,64,16,39
8343,8343,74,68,60,47,70,70
8344,8344,39,24,62,58,69,59
8345,8345,28,23,14,63,11,63
8346,8346,25,7,8,31,12,51
8347,8347,68,67,55,49,36,59
8348,8348,24,10,5,23,17,23
8349,8349,50,18,68,66,69,53
8350,8350,61,68,33,32,41,55
8351,8351,42,24,60,59,60,62
8352,8352,23,18,12,21,26,46
8353,8353,51,51,62,50,60,60
8354,8354,62,64,51,52,36,60
8355,8355,75,70,49,67,43,69
8356,8356,59,69,54,58,38,61
8357,8357,70,62,71,67,41,60
8358,8358,32,22,13,35,22,51
8359,8359,33,17,66,67,58,53
8360,8360,24,46,62,59,59,55
8361,8361,22,24,12,28,21,42
8362,8362,59,60,66,65,50,64
8363,8363,54,24,72,48,66,51
8364,8364,67,16,64,65,61,60
8365,8365,87,60,58,49,45,66
8366,8366,60,63,59,54,48,71
8367,8367,57,51,62,64,42,65
8368,8368,81,65,47,60,50,49
8369,8369,43,23,67,52,60,55
8370,8370,58,70,64,64,69,56
8371,8371,52,59,55,60,53,53
8372,8372,58,49,63,70,60,69
8373,8373,47,46,64,72,50,62
8374,8374,44,13,13,51,23,49
8375,8375,78,15,62,63,63,58
8376,8376,15,20,11,38,17,51
8377,8377,53,28,69,56,61,68
8378,8378,33,22,64,69,61,63
8379,8379,40,28,67,66,64,73
8380,8380,28,17,69,59,50,55
8381,8381,37,28,66,58,64,55
8382,8382,74,69,39,41,46,68
8383,8383,78,68,59,53,35,63
8384,8384,70,67,45,57,44,68
8385,8385,79,36,74,61,55,77
8386,8386,45,14,67,58,67,60
8387,8387,68,67,62,62,62,66
