int_movement_id,int_player_id,int_acceleration,int_sprint_speed,int_agility,int_reactions,int_balance
7713,7713,79,69,83,67,87
7714,7714,77,72,82,61,78
7715,7715,76,74,80,59,78
7716,7716,47,53,50,64,49
7717,7717,86,76,91,63,90
7718,7718,63,66,69,58,89
7719,7719,72,71,70,72,65
7720,7720,61,63,63,67,66
7721,7721,74,70,68,55,78
7722,7722,90,84,78,64,81
7723,7723,62,63,61,65,73
7724,7724,85,82,73,67,70
7725,7725,78,79,77,58,70
7726,7726,77,78,82,65,88
7727,7727,73,71,68,62,71
7728,7728,55,64,55,61,47
7729,7729,61,61,62,71,66
7730,7730,58,64,53,62,48
7731,7731,74,78,62,54,55
7732,7732,69,68,69,65,71
7733,7733,75,69,76,67,73
7734,7734,58,68,41,61,38
7735,7735,78,85,90,58,84
7736,7736,54,69,62,66,56
7737,7737,52,41,60,61,61
7738,7738,43,48,54,62,41
7739,7739,71,69,77,63,64
7740,7740,51,52,43,68,55
7741,7741,60,65,60,68,73
7742,7742,68,64,61,62,47
7743,7743,62,63,63,66,68
7744,7744,48,47,62,71,61
7745,7745,41,44,55,62,50
7746,7746,62,65,46,61,53
7747,7747,76,64,84,70,84
7748,7748,74,70,68,62,68
7749,7749,35,33,38,63,53
7750,7750,72,74,69,66,56
7751,7751,23,20,23,66,48
7752,7752,47,47,69,66,76
7753,7753,82,84,77,66,72
7754,7754,79,76,85,62,72
7755,7755,67,58,55,65,67
7756,7756,23,40,42,66,48
7757,7757,73,80,66,61,63
7758,7758,75,71,84,64,77
7759,7759,61,66,63,63,68
7760,7760,68,65,76,65,75
7761,7761,70,74,61,59,58
7762,7762,80,86,82,64,76
7763,7763,52,60,47,67,44
7764,7764,65,68,66,62,63
7765,7765,64,65,60,68,69
7766,7766,74,83,76,61,72
7767,7767,90,70,93,72,95
7768,7768,55,54,63,69,68
7769,7769,74,73,75,63,78
7770,7770,62,70,61,65,63
7771,7771,67,68,37,64,38
7772,7772,65,67,68,66,68
7773,7773,74,77,76,62,67
7774,7774,18,26,25,61,26
7775,7775,69,65,66,68,72
7776,7776,76,86,59,61,57
7777,7777,82,81,73,55,66
7778,7778,66,68,64,61,55
7779,7779,40,39,48,63,67
7780,7780,39,39,62,52,60
7781,7781,71,77,72,56,73
7782,7782,62,55,44,56,49
7783,7783,79,82,71,63,64
7784,7784,64,72,67,68,53
7785,7785,69,69,61,63,69
7786,7786,32,36,48,60,42
7787,7787,70,71,66,58,45
7788,7788,47,43,55,70,69
7789,7789,54,61,46,62,42
7790,7790,68,75,64,65,62
7791,7791,78,75,66,60,63
7792,7792,68,55,71,63,80
7793,7793,80,79,79,63,79
7794,7794,79,80,68,58,73
7795,7795,55,47,31,66,57
7796,7796,72,59,68,69,74
7797,7797,35,41,30,67,42
7798,7798,82,84,69,64,75
7799,7799,64,54,59,66,74
7800,7800,85,91,71,66,69
7801,7801,78,75,78,64,77
7802,7802,75,78,67,66,70
7803,7803,66,57,66,64,70
7804,7804,62,34,66,67,69
7805,7805,90,83,87,57,81
7806,7806,41,53,60,63,59
7807,7807,87,90,86,64,79
7808,7808,62,51,67,64,82
7809,7809,57,58,47,67,55
7810,7810,83,71,73,50,76
7811,7811,79,75,81,64,65
7812,7812,80,83,76,59,78
7813,7813,44,51,33,64,34
7814,7814,75,78,76,63,74
7815,7815,72,71,72,64,80
7816,7816,75,71,67,64,71
7817,7817,70,79,78,60,75
7818,7818,43,39,44,51,47
7819,7819,69,63,73,66,74
7820,7820,67,62,55,60,63
7821,7821,20,25,35,60,40
7822,7822,67,66,59,63,74
7823,7823,42,44,55,59,47
7824,7824,54,55,33,65,54
7825,7825,70,74,71,67,70
7826,7826,35,33,29,61,37
7827,7827,91,91,84,62,70
7828,7828,82,86,82,67,72
7829,7829,50,48,58,64,39
7830,7830,87,78,85,62,80
7831,7831,73,70,69,64,67
7832,7832,67,60,65,64,66
7833,7833,76,75,63,64,65
7834,7834,53,55,75,73,88
7835,7835,74,78,61,57,59
7836,7836,68,74,74,63,73
7837,7837,69,69,69,54,58
7838,7838,66,62,69,60,70
7839,7839,54,50,77,65,82
7840,7840,59,42,55,66,64
7841,7841,52,53,52,62,64
7842,7842,46,63,46,67,39
7843,7843,70,70,57,58,62
7844,7844,70,80,69,63,70
7845,7845,67,67,66,66,65
7846,7846,38,54,34,73,56
7847,7847,73,72,73,63,73
7848,7848,36,47,45,59,45
7849,7849,79,76,84,62,86
7850,7850,66,62,69,59,72
7851,7851,60,66,70,63,62
7852,7852,89,84,81,61,82
7853,7853,65,69,67,60,70
7854,7854,35,42,37,58,33
7855,7855,77,75,63,55,65
7856,7856,68,68,77,66,74
7857,7857,29,31,39,65,28
7858,7858,72,71,65,61,64
7859,7859,64,66,66,63,64
7860,7860,63,65,66,68,61
7861,7861,69,68,75,62,62
7862,7862,84,82,78,60,78
7863,7863,69,67,68,68,75
7864,7864,71,67,64,62,60
7865,7865,68,65,63,55,50
7866,7866,76,78,88,61,68
7867,7867,59,59,58,65,55
7868,7868,17,25,22,57,46
7869,7869,69,66,73,61,69
7870,7870,73,69,63,56,68
7871,7871,69,68,68,66,60
7872,7872,67,70,43,66,68
7873,7873,75,76,77,62,77
7874,7874,76,75,71,61,81
7875,7875,42,40,57,65,52
7876,7876,79,73,83,67,86
7877,7877,45,45,64,68,54
7878,7878,77,74,74,63,78
7879,7879,54,52,57,63,59
7880,7880,59,61,57,57,70
7881,7881,65,69,69,66,79
7882,7882,58,59,63,58,59
7883,7883,52,68,54,60,53
7884,7884,43,40,35,64,55
7885,7885,41,49,36,65,45
7886,7886,35,32,62,62,62
7887,7887,67,68,89,57,92
7888,7888,69,69,61,70,72
7889,7889,59,57,55,69,66
7890,7890,73,70,75,63,72
7891,7891,76,77,74,66,68
7892,7892,64,61,61,61,75
7893,7893,66,63,67,66,70
7894,7894,63,74,70,66,79
7895,7895,78,72,75,57,83
7896,7896,49,51,48,68,45
7897,7897,79,79,75,65,73
7898,7898,81,87,78,56,68
7899,7899,73,73,69,67,68
7900,7900,46,50,66,57,41
7901,7901,70,73,57,62,64
7902,7902,80,82,72,55,75
7903,7903,73,66,70,69,64
7904,7904,62,66,50,65,46
7905,7905,32,42,49,62,55
7906,7906,73,74,77,71,69
7907,7907,69,66,75,67,73
7908,7908,85,83,69,53,62
7909,7909,65,67,54,59,66
7910,7910,59,56,58,68,52
7911,7911,61,66,34,57,48
7912,7912,67,70,70,68,71
7913,7913,69,74,81,64,91
7914,7914,70,71,70,69,60
7915,7915,66,66,64,67,71
7916,7916,54,39,59,71,63
7917,7917,69,68,61,60,71
7918,7918,50,53,57,69,63
7919,7919,52,54,58,62,34
7920,7920,81,79,83,66,75
7921,7921,82,78,84,66,82
7922,7922,65,71,74,68,80
7923,7923,73,69,75,68,78
7924,7924,76,69,89,64,90
7925,7925,71,70,70,61,61
7926,7926,84,81,74,65,68
7927,7927,82,81,76,58,75
7928,7928,55,44,30,59,33
7929,7929,79,69,72,63,74
7930,7930,55,43,31,66,34
7931,7931,38,65,42,64,38
7932,7932,86,76,74,67,70
7933,7933,73,75,73,57,66
7934,7934,51,52,48,66,63
7935,7935,62,54,78,64,79
7936,7936,73,77,72,65,57
7937,7937,82,80,78,52,68
7938,7938,57,58,32,65,57
7939,7939,68,73,72,71,75
7940,7940,88,85,90,66,90
7941,7941,75,66,88,68,90
7942,7942,77,74,71,53,80
7943,7943,74,76,66,67,66
7944,7944,71,73,74,63,74
7945,7945,76,71,78,64,69
7946,7946,70,68,70,67,75
7947,7947,55,61,65,60,68
7948,7948,71,78,51,63,57
7949,7949,32,34,47,60,33
7950,7950,69,69,78,66,76
7951,7951,65,66,64,69,69
7952,7952,76,76,77,62,65
7953,7953,68,76,62,63,53
7954,7954,68,68,66,64,65
7955,7955,66,67,70,68,72
7956,7956,33,36,33,63,33
7957,7957,47,52,53,61,54
7958,7958,57,56,66,63,63
7959,7959,64,66,59,66,70
7960,7960,78,68,74,58,76
7961,7961,45,39,29,61,24
7962,7962,72,61,70,65,71
7963,7963,66,67,80,70,64
7964,7964,46,54,52,61,25
7965,7965,62,61,60,64,66
7966,7966,69,65,74,66,78
7967,7967,75,72,80,63,75
7968,7968,81,85,73,70,75
7969,7969,78,75,80,62,78
7970,7970,70,75,81,55,78
7971,7971,55,55,60,60,53
7972,7972,51,48,49,65,60
7973,7973,58,65,57,68,61
7974,7974,77,75,76,58,83
7975,7975,69,56,66,60,52
7976,7976,67,64,72,71,81
7977,7977,64,63,65,64,65
7978,7978,83,83,84,65,76
7979,7979,41,54,52,67,50
7980,7980,45,51,49,70,44
7981,7981,53,60,52,64,43
7982,7982,55,61,58,58,80
7983,7983,79,78,72,57,66
7984,7984,41,33,67,55,34
7985,7985,31,31,43,69,36
7986,7986,75,67,79,66,83
7987,7987,55,59,55,68,53
7988,7988,81,83,72,62,56
7989,7989,75,52,74,70,80
7990,7990,70,70,69,65,75
7991,7991,16,23,27,65,29
7992,7992,65,69,58,63,56
7993,7993,63,61,61,60,56
7994,7994,68,65,58,78,74
7995,7995,85,81,73,63,76
7996,7996,48,56,32,65,57
7997,7997,92,92,92,64,85
7998,7998,63,60,67,60,68
7999,7999,56,63,55,60,61
8000,8000,63,69,70,60,68
8001,8001,74,72,77,58,73
8002,8002,66,40,73,67,75
8003,8003,64,61,61,58,69
8004,8004,20,18,39,52,21
8005,8005,58,73,52,60,59
8006,8006,55,53,46,67,35
8007,8007,58,58,64,63,50
8008,8008,67,68,72,67,72
8009,8009,65,68,63,63,55
8010,8010,68,76,71,60,65
8011,8011,69,68,69,65,76
8012,8012,74,77,68,65,86
8013,8013,51,55,56,65,70
8014,8014,66,65,64,66,66
8015,8015,52,53,53,66,51
8016,8016,75,79,68,64,65
8017,8017,65,63,62,64,73
8018,8018,47,52,36,63,44
8019,8019,70,70,67,68,66
8020,8020,72,77,64,57,66
8021,8021,83,86,66,61,65
8022,8022,81,78,77,68,73
8023,8023,32,34,31,63,55
8024,8024,31,35,41,56,49
8025,8025,84,80,69,64,67
8026,8026,76,73,67,62,75
8027,8027,86,79,90,61,80
8028,8028,83,80,73,63,65
8029,8029,43,43,66,55,61
8030,8030,66,72,59,67,52
8031,8031,68,60,72,63,50
8032,8032,52,49,57,64,62
8033,8033,78,79,79,50,86
8034,8034,77,80,75,69,81
8035,8035,67,70,76,66,71
8036,8036,79,74,62,65,67
8037,8037,77,78,75,65,78
8038,8038,40,48,34,63,53
8039,8039,79,75,71,60,77
8040,8040,85,74,79,67,85
8041,8041,68,69,67,66,61
8042,8042,74,76,71,60,75
8043,8043,43,34,31,63,34
8044,8044,53,51,48,64,55
8045,8045,69,67,66,63,68
8046,8046,80,82,78,66,74
8047,8047,68,62,66,65,61
8048,8048,77,74,69,68,63
8049,8049,73,72,71,59,71
8050,8050,89,90,80,66,76
8051,8051,73,77,81,65,74
8052,8052,70,62,60,68,77
8053,8053,44,42,53,58,33
8054,8054,73,69,63,65,67
8055,8055,65,59,67,72,77
8056,8056,86,83,77,58,81
8057,8057,61,69,62,69,59
8058,8058,52,65,75,70,62
8059,8059,76,75,75,62,72
8060,8060,75,72,71,63,69
8061,8061,74,61,76,66,77
8062,8062,40,37,46,63,34
8063,8063,65,67,50,70,67
8064,8064,89,85,89,53,87
8065,8065,76,72,76,66,71
8066,8066,62,59,42,60,44
8067,8067,51,52,43,70,55
8068,8068,71,85,67,52,67
8069,8069,74,71,72,65,68
8070,8070,48,62,61,65,64
8071,8071,72,69,71,56,66
8072,8072,76,75,81,63,83
8073,8073,62,68,73,63,60
8074,8074,36,33,48,69,44
8075,8075,81,77,69,76,70
8076,8076,78,76,71,64,83
8077,8077,86,84,82,58,80
8078,8078,79,76,83,60,70
8079,8079,77,74,83,59,86
8080,8080,70,69,69,62,68
8081,8081,70,69,65,63,59
8082,8082,87,82,90,63,84
8083,8083,77,74,76,58,70
8084,8084,49,54,34,63,60
8085,8085,67,65,67,69,67
8086,8086,38,39,36,67,28
8087,8087,73,73,74,59,77
8088,8088,38,37,42,55,52
8089,8089,69,73,72,65,57
8090,8090,70,66,70,68,64
8091,8091,59,64,62,59,71
8092,8092,77,78,75,62,72
8093,8093,70,73,70,62,63
8094,8094,68,54,73,65,75
8095,8095,69,71,66,66,49
8096,8096,77,73,64,60,61
8097,8097,76,71,76,66,67
8098,8098,70,74,80,66,71
8099,8099,71,70,56,64,60
8100,8100,64,65,69,62,68
8101,8101,60,67,60,64,69
8102,8102,77,76,72,58,77
8103,8103,64,67,58,63,57
8104,8104,84,82,78,60,78
8105,8105,77,73,73,62,80
8106,8106,86,83,79,57,84
8107,8107,77,55,76,68,79
8108,8108,64,63,59,58,72
8109,8109,71,69,81,67,82
8110,8110,65,79,58,63,55
8111,8111,72,75,70,56,84
8112,8112,61,66,66,63,59
8113,8113,34,36,36,58,44
8114,8114,70,62,66,68,71
8115,8115,65,68,64,67,33
8116,8116,75,79,69,66,64
8117,8117,57,51,65,69,66
8118,8118,52,54,59,61,63
8119,8119,77,76,77,62,75
8120,8120,83,85,85,64,87
8121,8121,89,91,87,61,76
8122,8122,74,77,68,59,75
8123,8123,63,65,51,62,65
8124,8124,84,80,85,60,82
8125,8125,62,56,58,61,65
8126,8126,58,67,69,66,66
8127,8127,72,68,69,67,69
8128,8128,79,82,72,62,71
8129,8129,50,53,65,58,62
8130,8130,43,46,34,51,42
8131,8131,33,30,38,58,28
8132,8132,70,70,73,69,59
8133,8133,53,51,65,66,69
8134,8134,43,52,50,54,45
8135,8135,65,55,70,67,71
8136,8136,59,67,57,64,49
8137,8137,51,58,46,60,36
8138,8138,70,72,65,58,69
8139,8139,79,76,68,60,63
8140,8140,68,73,57,66,70
8141,8141,73,65,70,66,62
8142,8142,67,63,69,67,55
8143,8143,35,32,51,60,39
8144,8144,39,49,38,62,31
8145,8145,32,34,31,61,33
8146,8146,64,68,61,69,60
8147,8147,70,68,73,60,67
8148,8148,48,49,34,60,43
8149,8149,70,70,77,69,73
8150,8150,68,69,78,63,69
8151,8151,77,73,58,66,85
8152,8152,75,80,60,66,67
8153,8153,71,71,73,64,70
8154,8154,50,53,45,64,43
8155,8155,63,58,62,62,57
8156,8156,66,63,35,64,41
8157,8157,38,33,41,66,60
8158,8158,41,44,38,65,40
8159,8159,51,62,65,66,61
8160,8160,66,55,68,67,77
8161,8161,69,66,80,68,73
8162,8162,77,77,83,64,76
8163,8163,69,76,71,70,63
8164,8164,64,67,64,55,61
8165,8165,40,45,51,62,36
8166,8166,80,74,84,50,80
8167,8167,64,68,68,63,64
8168,8168,80,86,87,58,80
8169,8169,76,72,76,62,72
8170,8170,54,52,56,54,56
8171,8171,74,76,77,53,75
8172,8172,83,78,70,58,77
8173,8173,49,56,57,58,40
8174,8174,39,45,45,64,50
8175,8175,63,62,67,64,74
8176,8176,57,61,40,50,68
8177,8177,75,80,66,56,65
8178,8178,37,34,40,58,37
8179,8179,58,56,48,63,53
8180,8180,63,60,63,65,62
8181,8181,74,74,80,66,76
8182,8182,64,54,71,62,64
8183,8183,67,65,72,67,75
8184,8184,60,65,70,57,68
8185,8185,75,73,75,61,88
8186,8186,69,67,74,63,90
8187,8187,67,68,71,62,67
8188,8188,78,85,87,56,91
8189,8189,79,76,85,63,87
8190,8190,70,71,71,63,69
8191,8191,35,36,57,67,56
8192,8192,61,61,68,72,66
8193,8193,53,55,52,64,59
8194,8194,49,44,30,60,54
8195,8195,76,76,72,69,54
8196,8196,68,68,61,64,79
8197,8197,82,72,91,61,81
8198,8198,68,74,56,59,56
8199,8199,63,68,61,65,59
8200,8200,71,72,71,52,69
8201,8201,60,56,67,66,58
8202,8202,60,68,69,59,63
8203,8203,60,65,65,68,69
8204,8204,71,75,40,62,59
8205,8205,81,88,81,57,80
8206,8206,85,87,78,60,74
8207,8207,67,66,65,70,60
8208,8208,66,66,62,65,65
8209,8209,75,75,74,61,75
8210,8210,37,42,33,57,30
8211,8211,57,62,65,60,66
8212,8212,74,67,68,61,71
8213,8213,62,62,69,68,76
8214,8214,83,75,71,65,73
8215,8215,68,57,67,66,66
8216,8216,81,72,80,62,82
8217,8217,62,68,58,66,59
8218,8218,32,29,53,58,64
8219,8219,72,75,66,55,69
8220,8220,59,64,47,65,49
8221,8221,77,65,67,58,67
8222,8222,86,85,80,58,76
8223,8223,67,64,74,60,71
8224,8224,76,77,82,57,70
8225,8225,74,69,77,63,76
8226,8226,60,65,72,62,61
8227,8227,71,74,67,59,59
8228,8228,28,33,24,65,37
8229,8229,50,43,52,61,55
8230,8230,66,66,74,64,76
8231,8231,72,70,69,65,72
8232,8232,69,69,74,60,62
8233,8233,47,45,39,59,41
8234,8234,75,67,70,61,74
8235,8235,49,50,34,62,34
8236,8236,68,65,58,62,61
8237,8237,42,35,68,63,53
8238,8238,92,87,93,56,93
8239,8239,74,75,80,64,94
8240,8240,77,79,60,62,53
8241,8241,90,79,82,61,71
8242,8242,64,59,70,65,74
8243,8243,79,84,72,60,68
8244,8244,84,76,81,59,47
8245,8245,78,81,73,56,59
8246,8246,65,64,68,62,73
8247,8247,72,70,72,58,77
8248,8248,71,68,68,66,73
8249,8249,72,74,71,66,73
8250,8250,49,49,44,61,32
8251,8251,66,68,65,65,56
8252,8252,71,71,76,66,71
8253,8253,62,67,64,65,69
8254,8254,73,76,71,58,77
8255,8255,69,73,74,66,69
8256,8256,85,75,90,58,93
8257,8257,63,69,52,59,57
8258,8258,71,71,65,65,58
8259,8259,66,68,71,57,65
8260,8260,63,68,63,59,73
8261,8261,53,54,66,67,69
8262,8262,67,65,68,62,63
8263,8263,82,79,82,60,79
8264,8264,65,70,77,72,79
8265,8265,70,59,72,58,77
8266,8266,74,76,79,65,67
8267,8267,68,71,64,64,70
8268,8268,55,52,65,67,62
8269,8269,80,78,71,63,65
8270,8270,54,44,60,63,55
8271,8271,69,70,73,65,70
8272,8272,87,89,86,58,88
8273,8273,68,69,71,63,69
8274,8274,65,67,63,63,61
8275,8275,71,73,80,65,71
8276,8276,36,34,60,61,42
8277,8277,67,66,75,64,77
8278,8278,57,60,73,67,81
8279,8279,75,73,80,70,81
8280,8280,70,69,59,65,64
8281,8281,69,68,66,66,61
8282,8282,77,72,75,63,77
8283,8283,73,78,63,62,62
8284,8284,42,47,40,64,21
8285,8285,61,63,63,67,65
8286,8286,69,61,43,60,51
8287,8287,68,66,66,61,62
8288,8288,72,70,83,60,74
8289,8289,73,73,73,64,68
8290,8290,88,81,76,56,72
8291,8291,62,54,61,63,65
8292,8292,50,51,60,62,67
8293,8293,74,77,68,65,67
8294,8294,64,67,65,70,42
8295,8295,72,67,69,63,63
8296,8296,73,71,74,64,71
8297,8297,64,70,67,64,62
8298,8298,89,83,83,61,69
8299,8299,67,54,71,71,74
8300,8300,67,70,62,58,58
8301,8301,80,73,70,58,66
8302,8302,82,71,80,66,82
8303,8303,83,79,77,62,74
8304,8304,79,77,77,61,79
8305,8305,67,68,80,66,62
8306,8306,78,71,71,63,72
8307,8307,81,79,60,59,67
8308,8308,80,74,86,58,80
8309,8309,78,82,62,58,65
8310,8310,65,54,64,60,71
8311,8311,83,80,76,54,83
8312,8312,53,48,58,62,55
8313,8313,84,89,69,63,62
8314,8314,77,75,85,67,87
8315,8315,61,67,49,57,32
8316,8316,70,66,69,63,73
8317,8317,55,54,58,58,58
8318,8318,66,64,69,60,63
8319,8319,37,38,33,58,34
8320,8320,76,86,71,65,71
8321,8321,76,77,86,59,85
8322,8322,78,76,79,58,68
8323,8323,67,71,61,69,64
8324,8324,68,79,51,64,49
8325,8325,66,63,50,56,61
8326,8326,69,67,67,63,65
8327,8327,63,60,58,66,68
8328,8328,24,30,27,65,40
8329,8329,67,70,70,59,79
8330,8330,62,59,64,67,61
8331,8331,62,55,64,61,62
8332,8332,70,77,71,58,72
8333,8333,68,66,76,64,81
8334,8334,77,75,75,64,83
8335,8335,61,55,60,65,70
8336,8336,60,55,66,67,54
8337,8337,63,55,49,56,56
8338,8338,40,33,39,68,43
8339,8339,68,70,72,54,73
8340,8340,79,83,73,62,62
8341,8341,82,74,86,63,80
8342,8342,30,16,34,50,48
8343,8343,66,61,65,68,69
8344,8344,82,81,82,55,73
8345,8345,50,45,54,62,52
8346,8346,37,46,37,60,42
8347,8347,75,78,73,62,48
8348,8348,47,46,51,68,47
8349,8349,75,75,78,65,55
8350,8350,62,60,56,63,49
8351,8351,76,74,75,62,78
8352,8352,42,40,31,63,33
8353,8353,78,79,68,56,67
8354,8354,81,80,81,66,70
8355,8355,60,57,65,66,62
8356,8356,63,53,54,64,58
8357,8357,80,86,84,64,79
8358,8358,51,49,48,66,40
8359,8359,83,90,90,55,75
8360,8360,87,82,90,58,66
8361,8361,39,34,41,67,56
8362,8362,78,68,92,68,89
8363,8363,40,34,42,69,55
8364,8364,76,76,77,60,78
8365,8365,34,44,38,64,33
8366,8366,74,71,76,66,69
8367,8367,81,80,89,60,71
8368,8368,69,82,75,60,82
8369,8369,89,90,89,62,91
8370,8370,70,69,70,63,66
8371,8371,84,79,74,61,74
8372,8372,77,71,81,65,82
8373,8373,74,66,70,58,65
8374,8374,41,41,39,65,42
8375,8375,56,59,61,68,52
8376,8376,35,40,61,63,48
8377,8377,48,55,34,67,31
8378,8378,73,76,68,57,70
8379,8379,70,72,68,59,67
8380,8380,62,61,56,64,69
8381,8381,80,79,77,58,71
8382,8382,41,40,62,59,71
8383,8383,68,68,66,61,70
8384,8384,68,69,72,67,66
8385,8385,76,74,68,76,60
8386,8386,69,73,69,66,66
8387,8387,58,67,60,51,61
8388,8388,79,82,72,59,66
8389,8389,87,90,81,60,77
8390,8390,63,56,59,62,68
8391,8391,48,46,58,63,67
8392,8392,65,62,72,67,68
8393,8393,49,55,44,63,47
8394,8394,65,64,66,65,61
8395,8395,64,68,57,52,85
8396,8396,37,46,32,60,47
8397,8397,74,74,85,64,75
8398,8398,72,70,71,57,76
8399,8399,72,80,74,55,68
8400,8400,32,46,58,65,63
8401,8401,69,73,73,66,42
8402,8402,72,72,77,62,78
8403,8403,34,45,53,60,29
8404,8404,74,68,66,61,64
8405,8405,34,55,64,67,56
8406,8406,69,66,71,67,57
8407,8407,58,60,63,63,61
8408,8408,73,70,74,58,69
8409,8409,77,78,74,59,76
8410,8410,54,64,63,64,59
8411,8411,61,62,70,65,78
8412,8412,57,53,67,64,55
8413,8413,53,65,40,64,36
8414,8414,91,93,71,58,79
8415,8415,73,71,75,57,77
8416,8416,82,77,81,63,85
8417,8417,83,77,90,60,90
8418,8418,78,75,76,65,68
8419,8419,77,77,57,63,52
8420,8420,85,80,78,61,78
8421,8421,54,71,52,56,47
8422,8422,78,71,73,66,69
8423,8423,79,73,75,64,68
8424,8424,62,70,83,60,64
8425,8425,68,65,63,63,68
8426,8426,53,57,64,62,70
8427,8427,85,87,86,58,73
8428,8428,86,81,85,61,80
8429,8429,44,34,34,64,42
8430,8430,64,66,64,66,66
8431,8431,74,70,55,63,67
8432,8432,45,49,40,66,51
8433,8433,87,90,78,63,73
8434,8434,56,59,43,55,50
8435,8435,54,48,58,60,36
8436,8436,75,69,76,67,74
8437,8437,65,65,60,69,63
8438,8438,79,80,79,63,75
8439,8439,49,47,56,62,44
8440,8440,69,71,69,64,69
8441,8441,70,88,70,65,64
8442,8442,66,64,68,66,68
8443,8443,77,80,76,68,74
8444,8444,86,82,78,62,91
8445,8445,66,68,66,71,80
8446,8446,53,55,66,63,62
8447,8447,63,70,54,59,44
8448,8448,51,54,49,67,58
8449,8449,73,70,73,66,80
8450,8450,74,69,83,69,89
8451,8451,65,60,47,63,44
8452,8452,54,65,55,49,44
8453,8453,79,76,44,55,52
8454,8454,64,73,67,65,64
8455,8455,86,88,75,71,63
8456,8456,91,93,84,60,75
8457,8457,66,70,62,64,64
8458,8458,78,78,77,60,80
8459,8459,88,87,81,61,74
8460,8460,76,80,81,60,73
8461,8461,60,64,58,62,50
8462,8462,76,77,68,64,66
8463,8463,84,80,80,64,78
8464,8464,30,44,38,60,58
8465,8465,85,82,71,59,90
8466,8466,66,68,76,64,78
8467,8467,80,76,69,61,58
8468,8468,70,66,69,66,69
8469,8469,80,77,83,57,82
8470,8470,88,88,90,63,78
8471,8471,66,70,62,64,38
8472,8472,76,71,73,60,74
8473,8473,70,69,80,53,78
8474,8474,85,83,86,60,78
8475,8475,77,76,72,56,72
8476,8476,75,72,52,60,69
8477,8477,61,62,51,62,62
8478,8478,42,38,44,69,48
8479,8479,53,55,56,64,54
8480,8480,80,76,66,58,81
8481,8481,51,54,49,62,55
8482,8482,64,67,62,64,67
8483,8483,68,70,68,68,63
8484,8484,61,68,54,63,54
8485,8485,39,39,36,66,45
8486,8486,60,65,55,66,64
8487,8487,74,69,67,60,56
8488,8488,83,88,82,58,62
8489,8489,80,81,72,65,60
8490,8490,68,66,54,53,37
8491,8491,49,39,38,67,50
8492,8492,79,82,77,70,78
8493,8493,45,46,61,64,55
8494,8494,49,62,56,61,52
8495,8495,91,92,68,65,62
8496,8496,77,79,75,58,68
8497,8497,74,75,77,64,74
8498,8498,77,81,67,71,65
8499,8499,81,82,61,60,76
8500,8500,80,75,90,59,88
8501,8501,67,64,67,67,71
8502,8502,54,54,55,65,63
8503,8503,65,66,68,68,51
8504,8504,83,79,80,63,91
8505,8505,79,68,80,55,74
8506,8506,87,89,71,56,67
8507,8507,87,81,71,61,73
8508,8508,68,65,72,65,70
8509,8509,49,51,44,63,54
8510,8510,25,23,26,49,23
8511,8511,70,66,74,63,70
8512,8512,80,80,70,55,58
8513,8513,59,64,68,66,71
8514,8514,62,65,49,60,59
8515,8515,78,84,64,64,62
8516,8516,53,58,41,54,31
8517,8517,81,76,77,46,84
8518,8518,64,66,62,61,62
8519,8519,73,72,66,64,65
8520,8520,78,76,64,62,78
8521,8521,75,81,64,66,63
8522,8522,62,70,63,55,68
8523,8523,50,53,55,64,61
8524,8524,78,77,75,63,71
8525,8525,75,69,79,66,76
8526,8526,76,67,90,67,90
8527,8527,74,76,68,58,69
8528,8528,47,48,51,61,43
8529,8529,67,62,52,59,62
8530,8530,91,90,90,59,90
8531,8531,86,75,84,63,85
8532,8532,38,38,32,66,60
8533,8533,45,42,55,68,63
8534,8534,42,42,32,64,57
8535,8535,69,64,61,59,70
8536,8536,60,71,46,60,58
8537,8537,76,54,76,61,63
8538,8538,49,50,54,59,63
8539,8539,70,72,70,63,75
8540,8540,74,73,66,61,75
8541,8541,63,70,64,60,57
8542,8542,55,48,41,61,45
8543,8543,49,37,57,63,62
8544,8544,71,67,60,57,57
8545,8545,77,74,63,58,58
8546,8546,58,63,64,62,59
8547,8547,59,49,39,65,21
8548,8548,73,78,66,55,70
8549,8549,48,46,49,56,54
8550,8550,74,68,69,65,72
8551,8551,75,77,78,62,70
8552,8552,74,71,77,64,72
8553,8553,62,65,67,73,65
8554,8554,74,65,85,64,81
8555,8555,68,66,65,65,67
8556,8556,60,73,52,63,51
8557,8557,35,39,32,59,32
8558,8558,65,53,79,58,73
8559,8559,73,82,84,65,70
8560,8560,62,64,69,63,67
8561,8561,62,61,64,62,64
8562,8562,37,40,57,56,41
8563,8563,86,83,77,65,76
8564,8564,71,72,69,63,74
8565,8565,79,80,82,56,74
8566,8566,70,66,77,63,71
8567,8567,69,67,65,62,68
8568,8568,70,67,68,60,59
8569,8569,46,48,30,60,53
8570,8570,59,55,65,59,91
8571,8571,30,45,50,64,60
8572,8572,72,70,74,65,75
8573,8573,67,75,74,62,71
8574,8574,74,76,67,59,73
8575,8575,88,90,87,57,81
8576,8576,66,68,65,63,68
8577,8577,53,44,65,61,71
8578,8578,64,71,54,62,58
8579,8579,73,74,76,61,73
8580,8580,52,65,48,61,30
8581,8581,59,61,34,62,59
8582,8582,53,60,52,55,55
8583,8583,44,42,38,63,36
8584,8584,75,76,75,65,74
