int_attacking_id,int_player_id,int_crossing,int_finishing,int_heading_accuracy,int_short_passing,int_volleys
8037,8037,63,65,50,64,66
8038,8038,25,16,19,27,18
8039,8039,58,30,56,66,54
8040,8040,62,66,59,62,51
8041,8041,59,67,65,62,63
8042,8042,57,58,58,64,60
8043,8043,40,19,75,63,25
8044,8044,40,40,71,64,34
8045,8045,58,30,70,60,32
8046,8046,59,64,52,61,46
8047,8047,65,40,64,62,34
8048,8048,66,61,38,63,47
8049,8049,62,27,52,58,22
8050,8050,60,58,58,65,54
8051,8051,68,52,42,70,45
8052,8052,49,33,44,71,28
8053,8053,6,7,8,23,9
8054,8054,62,47,63,73,36
8055,8055,58,58,47,71,36
8056,8056,59,57,43,66,56
8057,8057,64,64,61,70,46
8058,8058,78,58,46,62,54
8059,8059,68,59,54,68,53
8060,8060,70,60,45,65,53
8061,8061,66,43,48,67,48
8062,8062,8,6,13,34,8
8063,8063,45,39,47,71,37
8064,8064,57,67,47,59,57
8065,8065,64,39,55,69,33
8066,8066,50,32,65,63,42
8067,8067,27,27,67,40,29
8068,8068,60,38,45,54,47
8069,8069,49,70,68,61,68
8070,8070,66,59,56,70,47
8071,8071,65,48,60,64,38
8072,8072,63,57,55,71,45
8073,8073,62,49,64,67,32
8074,8074,14,15,14,28,12
8075,8075,60,50,51,68,71
8076,8076,50,56,44,69,36
8077,8077,57,63,53,60,58
8078,8078,57,37,49,63,36
8079,8079,61,55,39,67,53
8080,8080,51,69,65,69,59
8081,8081,68,30,58,63,40
8082,8082,57,58,18,59,45
8083,8083,70,56,60,66,48
8084,8084,14,17,18,26,13
8085,8085,38,62,49,68,58
8086,8086,11,9,11,17,8
8087,8087,63,66,58,59,56
8088,8088,19,11,17,20,15
8089,8089,37,70,65,63,59
8090,8090,68,65,70,63,63
8091,8091,45,46,75,67,49
8092,8092,55,71,52,64,52
8093,8093,41,72,66,53,72
8094,8094,68,65,55,70,53
8095,8095,49,68,68,57,59
8096,8096,61,43,59,63,47
8097,8097,61,61,38,68,51
8098,8098,65,65,57,63,65
8099,8099,47,41,61,67,38
8100,8100,47,58,45,73,50
8101,8101,49,40,67,51,23
8102,8102,66,63,58,66,59
8103,8103,46,22,73,55,23
8104,8104,64,54,47,60,51
8105,8105,63,64,52,65,63
8106,8106,60,60,51,59,58
8107,8107,57,49,56,69,46
8108,8108,37,72,72,56,65
8109,8109,60,55,50,66,62
8110,8110,69,59,55,72,62
8111,8111,64,37,54,62,24
8112,8112,58,44,65,59,49
8113,8113,11,15,28,53,12
8114,8114,79,45,55,61,33
8115,8115,32,70,66,64,55
8116,8116,47,69,68,59,61
8117,8117,37,60,40,70,33
8118,8118,32,24,72,61,22
8119,8119,52,27,58,59,30
8120,8120,47,70,55,59,64
8121,8121,63,57,33,59,50
8122,8122,63,37,53,63,35
8123,8123,68,45,58,66,43
8124,8124,63,62,35,62,55
8125,8125,57,38,45,69,31
8126,8126,49,32,62,68,33
8127,8127,57,53,58,67,30
8128,8128,67,55,44,65,47
8129,8129,67,56,71,70,64
8130,8130,30,21,71,62,30
8131,8131,11,15,11,22,10
8132,8132,70,50,34,62,61
8133,8133,63,59,51,69,52
8134,8134,42,29,72,54,40
8135,8135,66,61,59,71,67
8136,8136,51,38,72,63,32
8137,8137,24,30,69,58,32
8138,8138,64,38,60,61,41
8139,8139,59,30,65,57,41
8140,8140,64,40,48,61,56
8141,8141,65,40,59,67,37
8142,8142,66,44,65,72,42
8143,8143,28,22,70,61,41
8144,8144,42,69,65,64,69
8145,8145,32,23,72,54,30
8146,8146,61,55,68,72,38
8147,8147,65,61,55,72,46
8148,8148,16,16,18,31,12
8149,8149,45,69,43,75,65
8150,8150,60,62,51,70,62
8151,8151,54,67,67,72,61
8152,8152,58,52,64,58,35
8153,8153,67,61,56,71,68
8154,8154,31,70,75,55,63
8155,8155,36,22,69,57,30
8156,8156,67,37,70,64,25
8157,8157,58,39,71,68,43
8158,8158,23,11,17,34,10
8159,8159,58,29,65,61,39
8160,8160,50,71,64,62,63
8161,8161,66,57,56,70,55
8162,8162,60,66,54,65,58
8163,8163,57,33,60,63,26
8164,8164,34,34,61,66,31
8165,8165,28,29,74,51,30
8166,8166,63,56,38,67,52
8167,8167,62,65,55,70,57
8168,8168,69,63,36,63,53
8169,8169,60,66,49,66,56
8170,8170,55,35,68,56,45
8171,8171,68,65,48,67,42
8172,8172,59,71,62,60,67
8173,8173,31,44,67,63,36
8174,8174,18,11,15,23,17
8175,8175,60,45,58,71,40
8176,8176,53,18,65,60,23
8177,8177,66,31,49,63,31
8178,8178,13,11,14,27,12
8179,8179,36,32,66,60,32
8180,8180,65,70,71,63,69
8181,8181,66,48,57,67,45
8182,8182,55,28,67,62,13
8183,8183,62,66,54,67,60
8184,8184,66,70,72,74,67
8185,8185,56,58,52,73,50
8186,8186,56,36,58,59,34
8187,8187,57,44,58,55,52
8188,8188,63,65,51,63,42
8189,8189,65,40,39,63,41
8190,8190,61,35,57,59,27
8191,8191,62,29,70,62,27
8192,8192,55,44,57,67,34
8193,8193,75,62,56,69,64
8194,8194,15,14,18,27,11
8195,8195,58,61,49,58,59
8196,8196,70,57,38,64,56
8197,8197,67,61,38,64,44
8198,8198,61,48,56,73,26
8199,8199,51,29,67,60,22
8200,8200,70,61,58,61,58
8201,8201,27,16,65,41,20
8202,8202,70,49,63,66,45
8203,8203,45,60,46,68,49
8204,8204,42,68,65,61,63
8205,8205,61,65,45,57,59
8206,8206,54,60,43,62,52
8207,8207,62,67,67,64,59
8208,8208,44,25,68,62,28
8209,8209,62,70,65,62,71
8210,8210,19,19,13,31,15
8211,8211,47,41,64,68,27
8212,8212,60,67,60,67,59
8213,8213,66,52,64,66,47
8214,8214,59,59,58,63,46
8215,8215,67,46,61,65,51
8216,8216,70,57,52,57,49
8217,8217,60,25,62,62,31
8218,8218,35,34,65,61,29
8219,8219,70,61,36,65,24
8220,8220,35,25,61,50,33
8221,8221,65,65,46,66,50
8222,8222,59,56,45,64,54
8223,8223,68,66,54,66,57
8224,8224,69,34,49,58,37
8225,8225,67,56,47,66,58
8226,8226,54,65,73,64,64
8227,8227,59,42,70,67,45
8228,8228,11,15,11,47,12
8229,8229,47,37,71,57,30
8230,8230,45,47,58,70,44
8231,8231,63,48,65,66,48
8232,8232,65,50,63,65,43
8233,8233,15,17,20,22,20
8234,8234,58,65,45,68,45
8235,8235,31,43,73,52,38
8236,8236,34,24,70,68,34
8237,8237,56,36,65,66,35
8238,8238,61,61,42,56,68
8239,8239,68,55,48,68,54
8240,8240,62,63,71,55,48
8241,8241,56,65,54,55,55
8242,8242,51,61,36,69,39
8243,8243,64,63,64,65,63
8244,8244,62,64,27,66,59
8245,8245,60,24,54,59,21
8246,8246,55,57,58,69,43
8247,8247,55,68,44,66,76
8248,8248,33,40,67,67,26
8249,8249,61,64,60,63,62
8250,8250,34,23,68,54,18
8251,8251,40,63,64,69,48
8252,8252,60,48,61,70,66
8253,8253,38,68,68,58,62
8254,8254,67,65,52,67,67
8255,8255,67,30,67,64,34
8256,8256,68,60,38,67,54
8257,8257,35,21,70,62,20
8258,8258,48,68,63,63,57
8259,8259,62,50,50,70,38
8260,8260,47,70,70,52,66
8261,8261,68,58,51,67,61
8262,8262,56,56,66,62,51
8263,8263,65,29,63,67,27
8264,8264,63,58,58,70,51
8265,8265,68,63,54,70,68
8266,8266,27,66,62,60,66
8267,8267,46,36,68,64,29
8268,8268,63,69,56,66,67
8269,8269,52,59,58,65,48
8270,8270,55,50,61,62,34
8271,8271,46,54,44,73,42
8272,8272,60,64,42,58,56
8273,8273,59,60,53,71,57
8274,8274,67,39,59,59,36
8275,8275,61,60,43,67,61
8276,8276,32,22,71,61,34
8277,8277,59,62,51,74,46
8278,8278,60,60,55,67,50
8279,8279,65,58,63,64,54
8280,8280,60,69,56,67,57
8281,8281,66,38,59,65,36
8282,8282,64,57,55,72,49
8283,8283,64,39,58,65,32
8284,8284,17,11,13,21,15
8285,8285,54,50,67,66,58
8286,8286,66,62,52,68,55
8287,8287,74,48,53,70,56
8288,8288,51,41,49,65,40
8289,8289,40,69,66,64,54
8290,8290,64,41,55,63,45
8291,8291,61,60,51,70,50
8292,8292,40,21,67,42,35
8293,8293,60,49,61,58,47
8294,8294,60,64,54,63,46
8295,8295,58,68,44,68,54
8296,8296,66,62,54,66,58
8297,8297,66,51,55,69,80
8298,8298,52,66,61,58,60
8299,8299,68,68,53,62,74
8300,8300,29,23,67,55,29
8301,8301,62,42,61,65,29
8302,8302,62,69,47,64,58
8303,8303,62,57,37,66,44
8304,8304,62,63,52,61,61
8305,8305,60,49,59,63,48
8306,8306,67,61,42,62,50
8307,8307,66,61,58,65,47
8308,8308,65,59,45,63,59
8309,8309,68,59,44,68,52
8310,8310,52,68,80,58,62
8311,8311,61,64,43,63,57
8312,8312,31,19,68,64,25
8313,8313,58,37,54,60,30
8314,8314,64,53,43,67,57
8315,8315,52,71,65,58,61
8316,8316,57,72,69,70,65
8317,8317,28,18,70,59,20
8318,8318,60,40,60,66,57
8319,8319,10,5,9,42,5
8320,8320,59,60,57,71,61
8321,8321,59,33,57,65,43
8322,8322,60,47,59,60,49
8323,8323,33,35,72,53,33
8324,8324,22,20,69,54,30
8325,8325,61,30,66,64,36
8326,8326,32,29,74,61,31
8327,8327,27,23,63,70,25
8328,8328,11,13,13,31,11
8329,8329,57,37,65,73,48
8330,8330,65,42,50,67,54
8331,8331,47,58,63,66,50
8332,8332,66,35,62,57,57
8333,8333,63,54,57,66,44
8334,8334,61,60,46,65,59
8335,8335,56,55,60,72,70
8336,8336,18,14,22,37,16
8337,8337,32,20,61,66,27
8338,8338,13,14,20,26,14
8339,8339,55,57,42,65,58
8340,8340,45,67,64,58,55
8341,8341,63,63,49,64,58
8342,8342,12,9,14,15,8
8343,8343,63,46,60,70,31
8344,8344,62,67,53,59,63
8345,8345,14,13,15,12,13
8346,8346,11,9,10,26,8
8347,8347,63,44,64,66,27
8348,8348,13,5,10,15,7
8349,8349,65,63,68,64,52
8350,8350,59,23,64,60,35
8351,8351,65,62,53,64,54
8352,8352,12,13,13,37,15
8353,8353,60,67,58,65,51
8354,8354,67,24,51,58,31
8355,8355,43,61,59,71,32
8356,8356,43,38,66,65,36
8357,8357,66,53,53,66,52
8358,8358,10,14,14,32,13
8359,8359,54,65,41,54,51
8360,8360,51,64,37,64,55
8361,8361,20,15,24,27,19
8362,8362,56,55,53,68,46
8363,8363,35,71,75,64,66
8364,8364,62,72,55,64,62
8365,8365,23,55,75,55,44
8366,8366,66,36,52,58,34
8367,8367,63,63,59,63,58
8368,8368,57,37,49,66,36
8369,8369,62,55,51,57,66
8370,8370,55,56,46,70,57
8371,8371,63,40,44,69,31
8372,8372,62,53,42,71,56
8373,8373,67,58,59,72,59
8374,8374,18,12,12,25,19
8375,8375,63,67,74,69,68
8376,8376,19,12,18,36,14
8377,8377,36,69,78,61,65
8378,8378,55,61,69,64,52
8379,8379,63,64,43,63,59
8380,8380,64,71,42,68,41
8381,8381,48,70,66,62,51
8382,8382,57,24,63,60,29
8383,8383,62,32,65,59,31
8384,8384,60,21,65,64,45
8385,8385,62,69,60,57,61
8386,8386,34,69,65,55,59
8387,8387,61,55,68,66,58
8388,8388,61,57,55,62,45
8389,8389,59,62,49,64,59
8390,8390,52,52,63,75,47
8391,8391,52,48,65,62,55
8392,8392,56,70,66,67,62
8393,8393,34,25,70,59,27
8394,8394,33,72,65,50,63
8395,8395,51,63,57,73,30
8396,8396,29,26,66,61,37
8397,8397,56,67,65,55,72
8398,8398,69,42,45,67,38
8399,8399,65,62,50,64,51
8400,8400,64,55,64,69,59
8401,8401,39,68,63,65,62
8402,8402,60,54,60,64,45
8403,8403,32,26,65,55,32
8404,8404,68,45,62,64,56
8405,8405,70,65,60,70,68
8406,8406,55,67,64,69,42
8407,8407,67,59,58,68,46
8408,8408,63,62,47,67,51
8409,8409,67,49,48,66,49
8410,8410,38,45,66,61,38
8411,8411,58,43,45,73,66
8412,8412,70,41,63,70,49
8413,8413,28,65,76,56,55
8414,8414,58,64,54,59,40
8415,8415,62,63,56,69,61
8416,8416,52,59,51,66,47
8417,8417,52,65,36,64,62
8418,8418,60,66,55,72,64
8419,8419,36,29,65,61,32
8420,8420,62,33,52,60,33
8421,8421,28,71,77,56,54
8422,8422,65,35,63,62,28
8423,8423,58,59,64,62,56
8424,8424,41,68,39,66,55
8425,8425,52,54,65,67,22
8426,8426,51,36,55,71,37
8427,8427,65,59,43,61,48
8428,8428,63,61,53,65,48
8429,8429,46,51,66,63,42
8430,8430,49,42,60,66,38
8431,8431,61,67,62,69,57
8432,8432,55,23,66,62,26
8433,8433,57,64,64,62,50
8434,8434,40,25,68,58,25
8435,8435,16,12,12,25,18
8436,8436,62,64,45,66,64
8437,8437,46,53,49,71,46
8438,8438,65,51,45,65,46
8439,8439,71,50,70,65,55
8440,8440,43,67,63,59,64
8441,8441,48,62,63,61,68
8442,8442,39,70,69,62,64
8443,8443,58,45,49,74,47
8444,8444,68,29,56,61,29
8445,8445,53,38,34,68,40
8446,8446,73,56,65,63,49
8447,8447,63,26,74,67,24
8448,8448,65,52,68,61,55
8449,8449,66,62,51,68,51
8450,8450,62,56,32,68,38
8451,8451,27,25,70,60,28
8452,8452,56,44,72,64,36
8453,8453,23,19,64,41,26
8454,8454,61,67,58,67,58
8455,8455,66,55,54,57,47
8456,8456,58,26,49,65,25
8457,8457,64,39,64,64,42
8458,8458,56,55,37,62,59
8459,8459,63,63,42,57,54
8460,8460,65,35,52,61,24
8461,8461,35,22,62,50,22
8462,8462,49,30,67,63,30
8463,8463,64,60,49,62,59
8464,8464,13,18,12,26,15
8465,8465,65,63,50,61,37
8466,8466,67,54,57,64,56
8467,8467,64,50,57,58,29
8468,8468,66,35,56,66,36
8469,8469,57,53,47,71,61
8470,8470,69,61,34,57,48
8471,8471,61,70,63,64,69
8472,8472,68,53,48,60,47
8473,8473,59,64,37,68,45
8474,8474,63,32,57,62,29
8475,8475,60,62,43,66,69
8476,8476,59,52,51,73,42
8477,8477,34,38,62,67,31
8478,8478,11,15,15,29,19
8479,8479,37,33,65,58,32
8480,8480,67,56,32,67,41
8481,8481,38,22,74,67,18
8482,8482,63,21,62,63,28
8483,8483,63,68,59,65,66
8484,8484,37,69,72,53,61
8485,8485,16,13,21,28,19
8486,8486,44,46,54,67,37
8487,8487,64,63,62,68,48
8488,8488,61,63,53,59,55
8489,8489,53,70,58,54,57
8490,8490,33,22,71,64,31
8491,8491,19,14,19,21,12
8492,8492,64,48,61,68,67
8493,8493,14,19,16,30,15
8494,8494,33,33,61,62,37
8495,8495,62,66,55,64,58
8496,8496,68,56,59,67,66
8497,8497,61,59,71,59,49
8498,8498,68,58,58,67,46
8499,8499,65,62,49,63,59
8500,8500,57,65,31,69,48
8501,8501,53,46,58,65,57
8502,8502,38,32,65,67,29
8503,8503,37,39,50,64,42
8504,8504,59,58,37,62,54
8505,8505,56,67,52,66,59
8506,8506,58,54,54,56,40
8507,8507,60,63,38,62,53
8508,8508,65,43,46,60,47
8509,8509,29,27,65,48,31
8510,8510,10,11,11,29,9
8511,8511,57,63,50,70,53
8512,8512,48,69,66,58,57
8513,8513,55,27,59,65,32
8514,8514,59,16,65,55,28
8515,8515,38,68,56,52,55
8516,8516,41,23,68,57,21
8517,8517,64,57,39,65,50
8518,8518,63,64,64,59,27
8519,8519,57,61,58,64,57
8520,8520,63,64,44,60,42
8521,8521,54,63,63,62,61
8522,8522,56,25,63,63,30
8523,8523,52,23,66,55,17
8524,8524,57,64,64,60,57
8525,8525,52,58,65,70,45
8526,8526,50,52,49,69,47
8527,8527,66,62,41,62,46
8528,8528,44,53,67,63,44
8529,8529,43,34,68,61,36
8530,8530,55,59,30,65,57
8531,8531,63,36,37,66,28
8532,8532,21,17,58,63,23
8533,8533,70,51,44,73,59
8534,8534,13,13,15,26,18
8535,8535,61,42,52,68,57
8536,8536,38,30,68,63,32
8537,8537,57,60,53,68,57
8538,8538,53,47,65,69,36
8539,8539,59,55,61,71,55
8540,8540,48,70,60,56,66
8541,8541,52,39,71,55,46
8542,8542,28,36,68,66,34
8543,8543,48,22,68,60,19
8544,8544,56,63,65,65,45
8545,8545,64,45,62,62,13
8546,8546,33,68,67,54,61
8547,8547,17,10,11,26,10
8548,8548,36,70,62,63,56
8549,8549,20,19,18,23,17
8550,8550,59,40,60,62,33
8551,8551,51,69,66,58,68
8552,8552,65,33,57,63,39
8553,8553,64,61,64,70,59
8554,8554,56,61,46,67,65
8555,8555,38,66,69,48,69
8556,8556,29,21,66,55,29
8557,8557,33,69,76,60,69
8558,8558,55,61,49,69,42
8559,8559,58,57,56,65,62
8560,8560,67,63,53,71,52
8561,8561,44,52,64,58,47
8562,8562,39,41,65,68,32
8563,8563,61,60,37,62,45
8564,8564,65,41,58,62,46
8565,8565,65,63,39,64,63
8566,8566,56,53,52,67,55
8567,8567,50,64,64,66,56
8568,8568,53,58,54,73,49
8569,8569,13,17,29,29,20
8570,8570,72,69,36,68,39
8571,8571,13,11,11,11,14
8572,8572,59,57,52,69,61
8573,8573,63,54,60,61,59
8574,8574,63,34,55,66,45
8575,8575,66,61,47,63,53
8576,8576,57,32,56,54,28
8577,8577,70,58,41,71,70
8578,8578,42,70,69,58,53
8579,8579,68,31,48,63,25
8580,8580,29,28,69,51,38
8581,8581,38,23,65,61,34
8582,8582,39,28,70,52,33
8583,8583,13,10,15,57,12
8584,8584,53,36,46,64,52
8585,8585,60,24,68,55,27
8586,8586,66,50,60,64,58
8587,8587,52,67,62,62,61
8588,8588,61,42,58,62,53
8589,8589,20,23,64,59,21
8590,8590,69,57,62,68,64
8591,8591,73,61,49,64,41
8592,8592,64,58,38,68,42
8593,8593,38,48,56,65,46
8594,8594,49,39,54,64,46
8595,8595,63,59,59,63,51
8596,8596,66,46,48,64,47
8597,8597,46,36,60,64,42
8598,8598,55,67,54,58,65
8599,8599,69,55,39,69,31
8600,8600,60,51,39,69,60
8601,8601,60,54,42,72,41
8602,8602,62,63,33,65,58
8603,8603,50,41,62,75,37
8604,8604,38,73,64,59,67
8605,8605,67,65,34,61,60
8606,8606,51,70,64,60,59
8607,8607,13,17,14,35,14
8608,8608,54,48,60,52,53
8609,8609,67,58,56,62,44
8610,8610,61,59,52,61,46
8611,8611,60,60,48,61,48
8612,8612,61,45,50,67,37
8613,8613,63,60,58,62,43
8614,8614,50,70,59,61,56
8615,8615,54,60,55,63,40
8616,8616,55,67,65,57,63
8617,8617,35,22,69,58,30
8618,8618,15,12,15,29,14
8619,8619,63,37,56,54,29
8620,8620,35,70,69,63,59
8621,8621,20,13,18,30,19
8622,8622,60,57,62,64,33
8623,8623,41,67,69,62,64
8624,8624,32,71,68,59,54
8625,8625,49,25,70,63,33
8626,8626,69,59,63,70,44
8627,8627,64,46,57,54,41
8628,8628,54,56,42,58,60
8629,8629,50,39,65,71,43
8630,8630,59,66,58,64,63
8631,8631,65,53,63,70,62
8632,8632,63,35,62,64,25
8633,8633,59,65,63,65,64
8634,8634,18,14,13,18,15
8635,8635,58,70,51,60,66
8636,8636,60,64,60,66,55
8637,8637,66,62,62,70,65
8638,8638,53,41,68,60,36
8639,8639,58,60,38,60,65
8640,8640,44,51,65,67,52
8641,8641,63,59,52,66,54
8642,8642,68,63,43,69,62
8643,8643,61,67,58,63,63
8644,8644,66,57,52,68,65
8645,8645,60,63,37,59,54
8646,8646,13,10,12,24,14
8647,8647,56,66,67,59,70
8648,8648,63,63,58,62,57
8649,8649,63,57,59,62,59
8650,8650,38,19,64,53,27
8651,8651,58,65,40,66,53
8652,8652,64,28,55,56,30
8653,8653,56,33,68,67,36
8654,8654,33,34,65,54,29
8655,8655,61,64,55,60,59
8656,8656,28,23,70,42,24
8657,8657,64,35,72,69,30
8658,8658,40,26,70,56,28
8659,8659,71,66,55,70,59
8660,8660,48,28,58,65,33
8661,8661,61,30,62,61,29
8662,8662,60,39,66,57,39
8663,8663,62,67,49,59,58
8664,8664,31,67,58,55,50
8665,8665,63,64,42,69,66
8666,8666,61,55,63,66,53
8667,8667,48,26,68,64,26
8668,8668,41,63,49,69,40
8669,8669,13,11,11,27,10
8670,8670,70,67,44,68,40
8671,8671,65,73,52,61,61
8672,8672,64,51,55,59,50
8673,8673,63,53,28,70,46
8674,8674,53,60,42,59,52
8675,8675,36,70,67,55,60
8676,8676,67,53,51,57,51
8677,8677,42,45,40,74,45
8678,8678,67,58,59,70,65
8679,8679,65,61,46,63,59
8680,8680,47,68,77,65,63
8681,8681,66,51,53,66,42
8682,8682,65,57,56,66,52
8683,8683,67,52,64,66,48
8684,8684,51,68,63,59,62
8685,8685,69,56,40,62,48
8686,8686,67,37,49,59,41
8687,8687,65,35,65,63,45
8688,8688,16,11,13,33,11
8689,8689,35,44,45,67,35
8690,8690,49,69,64,60,59
8691,8691,44,64,64,55,57
8692,8692,64,63,39,66,54
8693,8693,68,61,50,67,35
8694,8694,70,61,58,68,55
8695,8695,16,20,14,22,13
8696,8696,43,72,65,59,52
8697,8697,70,35,40,69,38
8698,8698,62,63,65,64,60
8699,8699,48,40,45,68,48
8700,8700,49,42,65,62,45
8701,8701,18,8,9,36,9
8702,8702,62,56,47,69,43
8703,8703,52,27,54,63,30
8704,8704,61,45,55,58,42
8705,8705,68,60,51,70,51
8706,8706,43,58,50,65,45
8707,8707,65,65,65,65,57
8708,8708,49,63,63,59,59
8709,8709,54,67,59,58,60
8710,8710,30,37,67,47,27
8711,8711,66,60,42,65,51
8712,8712,58,64,70,68,61
8713,8713,34,41,67,58,44
8714,8714,57,33,71,58,27
8715,8715,64,62,40,63,50
8716,8716,59,32,60,60,42
8717,8717,53,49,58,69,53
8718,8718,61,56,41,64,56
8719,8719,46,45,59,66,37
8720,8720,55,65,56,61,55
8721,8721,53,71,62,60,63
8722,8722,41,48,64,67,33
8723,8723,60,65,65,65,68
8724,8724,55,34,45,70,22
8725,8725,33,65,67,63,64
8726,8726,41,35,68,53,26
8727,8727,53,29,66,56,22
8728,8728,56,21,67,59,25
8729,8729,33,28,65,52,32
8730,8730,28,65,64,59,64
8731,8731,34,48,51,68,38
8732,8732,65,45,54,66,37
8733,8733,42,67,63,58,62
8734,8734,40,51,68,65,35
8735,8735,68,58,63,70,61
8736,8736,21,24,68,62,20
8737,8737,67,61,54,70,62
8738,8738,28,23,63,67,27
8739,8739,25,22,66,62,27
8740,8740,64,62,42,65,58
8741,8741,57,59,43,65,55
8742,8742,55,30,55,71,44
8743,8743,67,59,57,69,56
8744,8744,54,58,62,68,55
8745,8745,60,42,67,62,21
8746,8746,36,66,69,56,59
8747,8747,54,67,56,57,62
8748,8748,67,48,61,66,37
8749,8749,65,62,55,66,57
8750,8750,60,56,52,67,66
8751,8751,63,37,62,58,53
8752,8752,38,59,55,66,36
8753,8753,63,31,51,63,30
8754,8754,13,17,15,27,14
8755,8755,65,65,54,69,61
8756,8756,61,57,25,64,39
8757,8757,58,52,38,70,55
8758,8758,38,70,76,52,55
8759,8759,58,54,48,64,45
8760,8760,58,28,60,70,17
8761,8761,22,18,65,61,23
8762,8762,66,55,48,63,51
8763,8763,49,52,55,70,47
8764,8764,47,48,57,66,37
8765,8765,55,59,72,60,50
8766,8766,57,61,51,57,64
8767,8767,65,73,49,64,55
8768,8768,31,68,67,59,62
8769,8769,65,67,61,67,65
8770,8770,66,53,52,64,30
8771,8771,13,13,15,26,20
8772,8772,62,65,53,63,58
8773,8773,60,66,61,63,63
8774,8774,49,59,52,71,32
8775,8775,58,34,59,62,38
8776,8776,31,35,71,68,33
8777,8777,50,71,68,63,64
8778,8778,62,54,56,63,31
8779,8779,13,20,18,27,12
8780,8780,12,13,20,19,18
8781,8781,71,49,59,65,44
8782,8782,63,63,52,68,56
8783,8783,76,31,54,68,32
8784,8784,64,43,51,61,44
8785,8785,66,34,49,63,40
8786,8786,67,60,47,69,41
8787,8787,10,8,10,27,8
8788,8788,59,50,64,65,46
8789,8789,64,63,66,61,55
8790,8790,62,60,66,68,61
8791,8791,69,62,61,69,67
8792,8792,64,48,55,62,30
8793,8793,56,53,57,70,55
8794,8794,20,14,17,29,11
8795,8795,62,61,58,60,51
8796,8796,64,64,52,65,62
8797,8797,58,55,55,68,48
8798,8798,53,39,60,72,39
8799,8799,62,26,64,60,22
8800,8800,62,67,49,66,63
8801,8801,52,68,60,63,67
8802,8802,61,62,52,66,58
8803,8803,63,39,49,56,49
8804,8804,59,62,55,60,61
8805,8805,56,64,64,66,60
8806,8806,36,70,65,51,58
8807,8807,65,66,58,62,59
8808,8808,61,64,47,60,65
8809,8809,30,25,70,47,28
8810,8810,43,24,67,57,27
8811,8811,65,47,50,64,58
8812,8812,64,71,44,58,64
8813,8813,64,55,52,64,54
8814,8814,20,11,21,33,14
8815,8815,57,67,67,62,63
8816,8816,59,36,57,59,29
8817,8817,56,54,43,66,36
8818,8818,53,46,50,67,42
8819,8819,74,54,48,73,60
8820,8820,15,13,15,23,15
8821,8821,60,60,47,70,50
8822,8822,59,26,56,62,29
8823,8823,24,22,65,58,29
8824,8824,70,66,56,66,59
8825,8825,35,37,67,63,21
8826,8826,30,69,73,57,74
8827,8827,11,16,14,29,13
8828,8828,46,43,69,60,40
8829,8829,61,56,39,64,54
8830,8830,66,58,43,65,50
8831,8831,37,75,65,52,60
8832,8832,56,39,51,70,41
8833,8833,63,62,40,63,43
8834,8834,21,18,13,25,12
8835,8835,67,32,49,72,42
8836,8836,48,57,62,61,56
8837,8837,56,58,45,68,71
8838,8838,47,23,64,70,33
8839,8839,48,40,67,59,41
8840,8840,67,53,59,73,59
8841,8841,39,38,52,68,42
8842,8842,59,65,59,58,70
8843,8843,12,19,19,22,12
8844,8844,31,14,18,27,15
8845,8845,54,45,74,66,56
8846,8846,55,71,48,53,52
8847,8847,55,57,40,65,43
8848,8848,13,12,11,12,11
8849,8849,64,63,66,67,72
8850,8850,66,44,48,56,30
8851,8851,36,69,72,54,69
8852,8852,56,52,52,74,52
8853,8853,11,8,12,25,7
8854,8854,63,59,41,63,57
8855,8855,67,54,56,74,58
8856,8856,58,60,64,69,63
8857,8857,33,25,70,38,32
8858,8858,65,42,44,64,39
8859,8859,22,20,67,49,29
8860,8860,27,16,69,48,22
8861,8861,52,64,56,56,55
8862,8862,55,65,60,64,72
8863,8863,39,25,64,59,36
8864,8864,10,11,10,32,10
8865,8865,25,66,59,53,63
8866,8866,11,15,11,22,10
8867,8867,65,58,55,64,57
8868,8868,66,47,59,65,23
8869,8869,68,55,37,67,54
8870,8870,66,57,47,66,40
8871,8871,59,67,65,60,59
8872,8872,63,22,57,63,45
8873,8873,64,39,50,64,58
8874,8874,47,50,60,70,36
8875,8875,65,39,55,64,56
8876,8876,60,58,57,68,27
8877,8877,43,69,71,60,62
8878,8878,65,46,56,62,39
8879,8879,58,61,35,63,47
8880,8880,63,59,58,69,59
8881,8881,70,51,49,66,67
8882,8882,62,67,63,64,64
8883,8883,31,31,75,64,33
8884,8884,63,60,63,69,39
8885,8885,41,68,67,56,65
8886,8886,66,30,50,65,48
8887,8887,67,59,57,68,64
8888,8888,49,69,68,73,64
8889,8889,70,61,54,66,52
8890,8890,47,63,69,57,59
8891,8891,62,47,49,59,38
8892,8892,62,58,57,61,48
8893,8893,30,64,75,53,47
8894,8894,63,59,35,60,44
8895,8895,65,61,47,63,61
8896,8896,42,44,70,59,32
8897,8897,64,31,68,65,28
8898,8898,65,37,53,62,29
8899,8899,57,52,55,58,47
8900,8900,50,54,54,67,46
8901,8901,53,56,45,69,56
8902,8902,62,55,38,69,38
8903,8903,55,55,62,70,47
8904,8904,34,71,68,57,66
8905,8905,58,42,60,67,54
8906,8906,18,15,18,33,14
8907,8907,49,46,60,50,23
