int_player_id,str_player_name,str_positions,dt_date_of_birth,int_height,int_weight,int_overall_rating,int_potential_rating,str_best_position,int_best_overall_rating,int_value,int_wage,str_player_image_url,int_team_id,str_nationality
9611,Mathias Rasmussen,"LW, LB",11/25/1997,180,68,66,75,LM,68,1900000,2000,https://cdn.sofifa.com/players/225/266/21_120.png,459,Norway
9612,Luis Gonzalo Congo Minda,ST,2/27/1989,179,79,66,66,ST,66,725000,500,https://cdn.sofifa.com/players/254/450/21_120.png,540,Ecuador
9613,Tom Aldred,CB,9/11/1990,188,84,66,66,CB,66,725000,2000,https://cdn.sofifa.com/players/190/962/21_120.png,658,Scotland
9614,Ben Sheaf,CDM,2/5/1998,185,64,66,77,CDM,67,1800000,15000,https://cdn.sofifa.com/players/225/779/21_120.png,378,England
9615,Nathan De Medina,"CB, RB, LB",10/8/1997,183,82,66,73,CB,68,1600000,6000,https://cdn.sofifa.com/players/229/107/21_120.png,190,Belgium
9616,Ibán Salvador Edú,"ST, CAM, RM",12/11/1995,173,72,66,73,LW,69,1700000,2000,https://cdn.sofifa.com/players/235/507/21_120.png,368,Equatorial Guinea
9617,Luis Manuel Castro Cáceres,"RM, RW, CF",9/27/1995,172,72,66,69,RM,67,1200000,5000,https://cdn.sofifa.com/players/246/771/21_120.png,319,Uruguay
9618,Aurélien Scheidler,ST,6/4/1998,192,90,66,74,ST,68,1900000,4000,https://cdn.sofifa.com/players/247/539/21_120.png,201,France
9619,Jérémy Taravel,CB,4/17/1987,191,85,66,66,CB,66,400000,4000,https://cdn.sofifa.com/players/183/283/21_120.png,422,France
9620,Dejan Dražić,"CAM, CM, RM",9/26/1995,175,68,66,71,RM,69,1300000,2000,https://cdn.sofifa.com/players/230/132/21_120.png,525,Serbia
9621,Moussa Sanoh,"RM, LM",7/20/1995,170,62,66,68,RM,67,1100000,3000,https://cdn.sofifa.com/players/232/436/21_120.png,485,Netherlands
9622,Cristian Marcelo González Tassano,CB,7/23/1996,184,80,66,74,CB,68,1800000,2000,https://cdn.sofifa.com/players/236/020/21_120.png,293,Uruguay
9623,Steve Tevi Lawson,"CDM, CM",8/8/1994,179,77,66,69,CDM,67,1000000,2000,https://cdn.sofifa.com/players/245/748/21_120.png,562,Togo
9624,Mateu Jaume Morey Bauzá,"RB, RM",3/2/2000,173,67,66,82,RM,68,2200000,9000,https://cdn.sofifa.com/players/248/820/21_120.png,12,Spain
9625,Nils Röseler,CB,2/10/1992,190,80,66,67,CB,67,800000,3000,https://cdn.sofifa.com/players/205/045/21_120.png,278,Germany
9626,Alassane N'Diaye,"RM, LM, CAM",6/14/1991,179,67,66,66,RM,66,850000,2000,https://cdn.sofifa.com/players/208/885/21_120.png,397,France
9627,Axel Sjöberg,CB,3/8/1991,201,95,66,67,CB,67,800000,2000,https://cdn.sofifa.com/players/226/805/21_120.png,244,Sweden
9628,Patrick Kammerbauer,"CDM, RB, CM",2/11/1997,174,73,66,74,CDM,67,1800000,6000,https://cdn.sofifa.com/players/235/253/21_120.png,411,Germany
9629,Evert Linthorst,"CM, CDM, CAM",3/3/2000,187,81,66,74,CAM,68,1900000,2000,https://cdn.sofifa.com/players/244/725/21_120.png,437,Netherlands
9630,Ignacio Antonio Saavedra Pino,CM,1/12/1999,172,65,66,74,CAM,68,1900000,3000,https://cdn.sofifa.com/players/245/237/21_120.png,151,Chile
9631,Jørgen Skjelvik,LB,7/5/1991,183,77,66,66,LB,66,775000,2000,https://cdn.sofifa.com/players/188/917/21_120.png,492,Norway
9632,Stephan Auer,"RB, LB, CDM",1/11/1991,176,74,66,66,RB,66,750000,4000,https://cdn.sofifa.com/players/204/790/21_120.png,579,Austria
9633,Ousmane Viera Diarrassouba,CB,12/21/1986,187,83,66,66,CB,66,400000,3000,https://cdn.sofifa.com/players/211/446/21_120.png,541,Ivory Coast
9634,Anthony Grant,"CDM, CM",6/4/1987,178,71,66,66,CDM,66,425000,4000,https://cdn.sofifa.com/players/167/926/21_120.png,610,England
9635,Matías Nicolás Gómez,"LM, LW",8/10/1998,170,65,66,78,RM,67,2100000,4000,https://cdn.sofifa.com/players/243/446/21_120.png,358,Argentina
9636,César Díaz Martínez,"ST, RM",1/5/1987,171,74,66,66,ST,66,550000,3000,https://cdn.sofifa.com/players/178/422/21_120.png,479,Spain
9637,David Romney,"CB, LB, RB",6/12/1993,188,79,66,68,CB,68,900000,2000,https://cdn.sofifa.com/players/229/879/21_120.png,369,United States
9638,Luca Vignali,"RB, RM",1/11/1996,186,75,66,72,RWB,67,1300000,5000,https://cdn.sofifa.com/players/232/439/21_120.png,236,Italy
9639,Rasmus Jönsson,"CAM, ST",1/27/1990,192,73,66,66,CAM,66,825000,1000,https://cdn.sofifa.com/players/189/431/21_120.png,535,Sweden
9640,Óscar Sielva Moreno,"CDM, CM",8/6/1991,178,78,66,66,CM,67,750000,3000,https://cdn.sofifa.com/players/190/199/21_120.png,363,Spain
9641,Mario Barco Vilar,ST,12/23/1992,185,78,66,67,ST,67,1000000,3000,https://cdn.sofifa.com/players/216/568/21_120.png,481,Spain
9642,Paul Quasten,LB,3/13/1985,179,71,66,66,LB,66,275000,2000,https://cdn.sofifa.com/players/156/408/21_120.png,448,Czech Republic
9643,Mohamed Ezzarfani,"LM, RM, CAM",11/15/1997,176,75,66,76,RM,67,1900000,2000,https://cdn.sofifa.com/players/240/120/21_120.png,481,Morocco
9644,Dejan Petrovič,"CM, CDM",1/12/1998,179,75,66,73,CM,68,1700000,7000,https://cdn.sofifa.com/players/255/736/21_120.png,320,Slovenia
9645,Ryan Tafazolli,CB,9/28/1991,196,93,66,66,CB,66,725000,5000,https://cdn.sofifa.com/players/200/697/21_120.png,457,England
9646,Iven Austbø,GK,2/22/1985,190,85,66,66,GK,66,90000,800,https://cdn.sofifa.com/players/148/729/21_120.png,501,Norway
9647,Nathan Raphael Pelae Cardoso,CB,5/13/1995,189,78,66,73,CB,68,1600000,4000,https://cdn.sofifa.com/players/225/529/21_120.png,514,Brazil
9648,Navajo Bakboord,RB,1/29/1999,177,74,66,75,RB,66,1800000,2000,https://cdn.sofifa.com/players/239/353/21_120.png,433,Netherlands
9649,Carlos Andrés Cuero Quiñónez,LB,2/17/1996,183,79,66,71,LB,66,1200000,500,https://cdn.sofifa.com/players/254/201/21_120.png,517,Ecuador
9650,Ryan Meara,GK,11/15/1990,193,84,66,66,GK,66,575000,2000,https://cdn.sofifa.com/players/207/610/21_120.png,348,United States
9651,Dimitar Krasimirov Iliev,"CF, CAM, ST",9/25/1988,185,82,66,66,ST,67,0,0,https://cdn.sofifa.com/players/234/746/21_120.png,,Bulgaria
9652,Harry Pickering,LB,12/29/1998,184,78,66,75,LWB,67,1800000,2000,https://cdn.sofifa.com/players/235/770/21_120.png,603,England
9653,Marco Carnesecchi,GK,7/1/2000,191,83,66,82,GK,66,2000000,6000,https://cdn.sofifa.com/players/252/154/21_120.png,24,Italy
9654,Carlos Roberto Neyra Leyva,"LB, RB",5/24/1995,170,61,66,70,LB,66,1100000,500,https://cdn.sofifa.com/players/254/202/21_120.png,542,Peru
9655,Bruno Leonel Vides,"ST, CAM",2/20/1993,178,76,66,67,ST,67,1000000,500,https://cdn.sofifa.com/players/214/779/21_120.png,522,Argentina
9656,Dario Van den Buijs,"CB, CDM",9/12/1995,188,74,66,72,CB,68,1200000,3000,https://cdn.sofifa.com/players/225/531/21_120.png,345,Belgium
9657,Tesfaldet Tekie,"CM, CDM",6/4/1997,175,65,66,72,CAM,69,1300000,4000,https://cdn.sofifa.com/players/227/835/21_120.png,450,Sweden
9658,Marco Borgnino,LM,10/25/1997,176,70,66,78,LM,67,2100000,4000,https://cdn.sofifa.com/players/236/283/21_120.png,281,Argentina
9659,Henry Wingo,RB,10/4/1995,183,77,66,71,RB,66,1200000,2000,https://cdn.sofifa.com/players/237/307/21_120.png,295,United States
9660,Víctor García Raja,RM,1/1/1997,173,68,66,74,ST,68,1900000,5000,https://cdn.sofifa.com/players/246/011/21_120.png,468,Spain
9661,Dominik Kotarski,GK,2/10/2000,189,75,66,78,GK,66,1800000,2000,https://cdn.sofifa.com/players/246/267/21_120.png,35,Croatia
9662,고무열 高武烈,"LM, LW, CAM",9/5/1990,186,80,66,66,LM,66,850000,3000,https://cdn.sofifa.com/players/202/748/21_120.png,544,Korea Republic
9663,Marwan Mohsen,ST,2/26/1989,185,81,66,66,ST,66,0,0,https://cdn.sofifa.com/players/211/453/21_120.png,,Egypt
9664,Anderson Ferreira da Silva,LB,8/23/1995,167,70,66,71,LM,68,1200000,1000,https://cdn.sofifa.com/players/222/717/21_120.png,470,Brazil
9665,Chris Vianney Bedia,ST,3/5/1996,190,74,66,71,ST,68,1300000,5000,https://cdn.sofifa.com/players/225/533/21_120.png,475,Ivory Coast
9746,富田 晋伍,"CDM, CM",6/20/1986,169,64,65,65,CDM,65,240000,2000,https://cdn.sofifa.com/players/232/465/21_120.png,470,Japan
9666,Alan Jonathan Besseiro Rosa,LB,2/29/1992,174,68,66,66,LB,66,775000,6000,https://cdn.sofifa.com/players/233/981/21_120.png,429,Brazil
9667,Joel Brandon López Pissano,"LM, CM",1/6/1997,180,68,66,73,LM,67,1700000,5000,https://cdn.sofifa.com/players/242/685/21_120.png,371,Argentina
9668,Nildo Arturo Viera Recalde,ST,3/20/1993,182,83,66,67,ST,67,1000000,500,https://cdn.sofifa.com/players/254/461/21_120.png,580,Paraguay
9669,Callum Camps,"CAM, CM, CDM",11/30/1995,180,75,66,71,CAM,68,1300000,3000,https://cdn.sofifa.com/players/212/990/21_120.png,453,Northern Ireland
9670,Bogdan Alexandru Mitrea,CB,9/29/1987,185,79,66,66,CB,66,550000,3000,https://cdn.sofifa.com/players/223/230/21_120.png,539,Romania
9671,Jesús Areso Blanco,RB,7/2/1999,182,81,66,76,RB,66,1800000,4000,https://cdn.sofifa.com/players/239/614/21_120.png,26,Spain
9672,Jean-Manuel Mbom,"CDM, CM, RB",2/24/2000,183,80,66,79,CM,67,1900000,5000,https://cdn.sofifa.com/players/241/150/21_120.png,91,Germany
9673,Haithem Loucif,RB,7/8/1996,175,68,66,73,RB,66,1600000,5000,https://cdn.sofifa.com/players/253/182/21_120.png,114,Algeria
9674,Alberto Zapater Arjol,CM,6/13/1985,180,80,66,66,CDM,67,350000,2000,https://cdn.sofifa.com/players/162/047/21_120.png,254,Spain
9675,六反 勇治,GK,4/10/1987,188,80,66,66,GK,66,275000,1000,https://cdn.sofifa.com/players/232/447/21_120.png,503,Japan
9676,Elliott Jordan Moore,CB,3/16/1997,197,92,66,69,CB,68,1000000,3000,https://cdn.sofifa.com/players/235/263/21_120.png,464,England
9677,Luis Enrique Del Pino Mago,"CB, LB",9/15/1994,184,79,66,69,CB,68,0,0,https://cdn.sofifa.com/players/246/015/21_120.png,,Venezuela
9678,Franco Ezequiel Calderón,CB,5/13/1998,184,80,66,74,CB,68,1800000,3000,https://cdn.sofifa.com/players/253/951/21_120.png,281,Argentina
9679,Scott Wootton,CB,9/12/1991,188,78,65,66,CB,66,675000,4000,https://cdn.sofifa.com/players/203/264/21_120.png,607,England
9680,Ahmet Metin Arslan,"CAM, CF, CM",3/30/1994,180,77,65,67,CAM,67,875000,5000,https://cdn.sofifa.com/players/231/424/21_120.png,333,Germany
9681,Brian White,"ST, LW",2/3/1996,178,77,65,71,ST,67,1100000,2000,https://cdn.sofifa.com/players/243/456/21_120.png,348,United States
9682,Darren McGregor,CB,8/7/1985,183,87,65,65,CB,65,230000,2000,https://cdn.sofifa.com/players/200/449/21_120.png,441,Scotland
9683,Alejandro Carbonell Vallés,"CM, CDM",9/15/1997,182,73,65,74,CAM,67,1600000,4000,https://cdn.sofifa.com/players/235/521/21_120.png,342,Spain
9684,Alan Jhosué Cervantes Martín del Campo,"CDM, CM",1/17/1998,181,68,65,77,CM,66,1700000,9000,https://cdn.sofifa.com/players/239/617/21_120.png,176,Mexico
9685,Bryan Gil Salvatierra,"LW, LM",2/11/2001,175,65,65,83,CAM,66,1800000,4000,https://cdn.sofifa.com/players/246/785/21_120.png,64,Spain
9686,Anderson Dos Santos Gomes,"RB, CB",1/3/1998,184,84,65,72,CB,67,1400000,3000,https://cdn.sofifa.com/players/247/041/21_120.png,528,Brazil
9687,José Uilton Silva de Jesus,"RW, LW, RB",7/25/1992,175,67,65,65,RW,65,750000,3000,https://cdn.sofifa.com/players/248/833/21_120.png,280,Brazil
9688,Borja Sainz Eguskiza,"RM, CAM",2/1/2001,178,75,65,78,RM,66,1700000,3000,https://cdn.sofifa.com/players/252/929/21_120.png,63,Spain
9689,Scott Kashket,"RW, ST",2/26/1996,175,66,65,70,LM,66,1100000,4000,https://cdn.sofifa.com/players/224/770/21_120.png,457,England
9690,Warren Creavalle,CDM,8/14/1990,183,70,65,65,CDM,65,600000,2000,https://cdn.sofifa.com/players/207/619/21_120.png,256,Guyana
9691,Bernard Gabriel Vicidal Prazeres,RB,2/29/2000,180,78,65,65,CB,67,725000,4000,https://cdn.sofifa.com/players/233/987/21_120.png,429,Brazil
9692,Jaroslav Mihalík,"RM, LM",7/27/1994,180,77,65,66,RM,65,850000,3000,https://cdn.sofifa.com/players/237/571/21_120.png,428,Slovakia
9693,Tom Barlow,ST,7/8/1995,188,84,65,70,ST,67,1100000,2000,https://cdn.sofifa.com/players/243/459/21_120.png,348,United States
9694,Alejandro López de Groot,ST,9/18/1993,186,84,65,66,ST,66,850000,3000,https://cdn.sofifa.com/players/229/892/21_120.png,159,Spain
9695,Arnaud Kalimuendo Muinga,ST,1/20/2002,175,78,65,80,ST,67,1700000,7000,https://cdn.sofifa.com/players/253/444/21_120.png,148,France
9696,Anthony Belmonte,"CDM, CM",10/16/1995,185,72,65,72,CM,66,1300000,2000,https://cdn.sofifa.com/players/210/437/21_120.png,380,France
9697,Silviu Nicolae Balaure,"LW, RW",2/6/1996,178,71,65,71,RM,67,1100000,3000,https://cdn.sofifa.com/players/235/269/21_120.png,420,Romania
9698,Malik Tchokounté,ST,9/11/1988,191,90,65,65,ST,65,600000,2000,https://cdn.sofifa.com/players/240/133/21_120.png,572,France
9699,김병오 金炳旿,"LW, ST",6/26/1989,183,86,65,65,LW,65,600000,2000,https://cdn.sofifa.com/players/202/502/21_120.png,622,Korea Republic
9700,양동현 梁东炫,"ST, RW",3/28/1986,186,80,65,65,ST,65,350000,2000,https://cdn.sofifa.com/players/165/894/21_120.png,581,Korea Republic
9701,Kasper Enghardt Pedersen,"CDM, CB, CM",5/27/1992,186,83,65,66,CB,66,700000,3000,https://cdn.sofifa.com/players/234/502/21_120.png,617,Denmark
9702,Jonny Smith,"LM, RM",7/28/1997,173,70,65,73,LM,66,1600000,9000,https://cdn.sofifa.com/players/235/014/21_120.png,610,England
9703,Kyle Duncan,"RB, LB",8/8/1997,177,68,65,74,RB,65,1500000,2000,https://cdn.sofifa.com/players/236/038/21_120.png,348,United States
9704,Petter Strand,"CM, LW",8/24/1994,175,71,65,68,RM,69,950000,2000,https://cdn.sofifa.com/players/222/215/21_120.png,459,Norway
9705,Bradley Collins,GK,2/18/1997,184,69,65,73,GK,65,1400000,2000,https://cdn.sofifa.com/players/225/543/21_120.png,404,England
9706,Dario Čanađija,"CDM, CM",4/17/1994,176,71,65,68,CDM,66,850000,3000,https://cdn.sofifa.com/players/225/799/21_120.png,420,Croatia
9707,Nico Granatowski,"LM, RM",6/3/1991,173,69,65,65,LM,65,700000,4000,https://cdn.sofifa.com/players/238/599/21_120.png,362,Germany
9708,Marc Guehi,CB,7/13/2000,185,75,65,81,CB,67,1700000,4000,https://cdn.sofifa.com/players/241/159/21_120.png,239,England
9709,Alhassane Bangoura,"RM, LM",3/30/1992,175,72,65,65,RW,66,725000,2000,https://cdn.sofifa.com/players/203/528/21_120.png,253,Guinea
9710,Daniel Fredrik Granli,"CB, RWB",5/1/1994,188,78,65,69,CB,67,875000,2000,https://cdn.sofifa.com/players/222/472/21_120.png,388,Norway
9711,Dimitry Bertaud,GK,6/6/1998,180,85,65,77,GK,65,1500000,5000,https://cdn.sofifa.com/players/228/616/21_120.png,98,France
9712,Elias Huth,ST,2/10/1997,185,78,65,70,ST,67,1100000,2000,https://cdn.sofifa.com/players/236/553/21_120.png,495,Germany
9713,Danilo Pereira Da Silva,"ST, LW, RW",4/7/1999,174,66,65,76,CAM,67,1600000,3000,https://cdn.sofifa.com/players/239/881/21_120.png,398,Brazil
9714,Luca Pfeiffer,ST,8/20/1996,195,95,65,72,ST,67,1400000,7000,https://cdn.sofifa.com/players/244/233/21_120.png,202,Germany
9715,David González Gómez,ST,8/2/1993,181,79,65,66,ST,66,850000,3000,https://cdn.sofifa.com/players/229/642/21_120.png,425,Spain
9716,Joselito Vaca Velasco,"CAM, LM, RM",8/12/1982,168,60,65,65,CAM,65,230000,500,https://cdn.sofifa.com/players/174/602/21_120.png,563,Bolivia
9717,Andrew Durante,CB,5/3/1982,184,75,65,65,CB,65,130000,650,https://cdn.sofifa.com/players/180/746/21_120.png,602,New Zealand
9718,Warleson Stellion Lisboa Oliveira,GK,8/31/1996,191,87,65,71,GK,65,925000,2000,https://cdn.sofifa.com/players/255/754/21_120.png,422,Brazil
9719,Devyne Rensch,"CB, CDM, RB",1/18/2003,179,68,65,81,RB,68,1700000,500,https://cdn.sofifa.com/players/258/826/21_120.png,35,Netherlands
9720,Tim Knipping,CB,11/24/1992,189,82,65,67,CB,67,750000,2000,https://cdn.sofifa.com/players/211/723/21_120.png,483,Germany
9721,Mauricio Gabriel Asenjo,ST,7/23/1994,187,87,65,68,ST,67,950000,4000,https://cdn.sofifa.com/players/223/499/21_120.png,270,Argentina
9722,오세훈 Se Hun Oh,ST,1/15/1999,193,85,65,74,ST,67,1600000,2000,https://cdn.sofifa.com/players/231/947/21_120.png,487,Korea Republic
9723,Hillary Chukwah Gong,"RM, ST",10/10/1998,169,72,65,74,RM,66,1600000,4000,https://cdn.sofifa.com/players/244/235/21_120.png,286,Nigeria
9724,Christoph Kobald,"CB, CDM",8/18/1997,186,80,65,74,CB,67,1500000,3000,https://cdn.sofifa.com/players/244/491/21_120.png,387,Austria
9725,Cătălin Mihai Itu,CM,10/26/1999,182,69,65,78,CDM,68,1700000,3000,https://cdn.sofifa.com/players/248/588/21_120.png,311,Romania
9726,Daniel Wein,"CDM, CM, CB",2/5/1994,184,77,65,70,CDM,66,950000,750,https://cdn.sofifa.com/players/212/237/21_120.png,554,Germany
9727,Alexandru Buzbuchi,GK,10/31/1993,190,80,65,68,GK,65,725000,2000,https://cdn.sofifa.com/players/222/221/21_120.png,485,Romania
9728,Louis Samuel Reed,"CDM, CM",7/25/1997,173,60,65,74,CAM,66,1500000,3000,https://cdn.sofifa.com/players/222/477/21_120.png,520,England
9729,Erik Sabo,"CM, RM",11/22/1992,187,77,65,65,ST,66,750000,4000,https://cdn.sofifa.com/players/230/157/21_120.png,214,Slovakia
9730,Luigi Canotto,"RM, LM, ST",5/19/1994,178,71,65,66,RM,65,850000,1000,https://cdn.sofifa.com/players/235/021/21_120.png,302,Italy
9731,Aníbal Leguizamón Espínola,CB,1/10/1992,186,77,65,66,CB,66,675000,500,https://cdn.sofifa.com/players/251/149/21_120.png,455,Argentina
9732,Kevin Ehlers,CB,1/23/2001,186,76,65,80,CB,67,1600000,1000,https://cdn.sofifa.com/players/251/405/21_120.png,483,Germany
9733,Eduardo Ferreira dos Santos,CB,11/24/1995,185,75,65,70,CB,67,975000,2000,https://cdn.sofifa.com/players/258/573/21_120.png,312,Brazil
9734,Fabrice Olinga Essono,"ST, LM, LW",5/12/1996,178,68,65,70,CAM,68,1100000,3000,https://cdn.sofifa.com/players/211/214/21_120.png,354,Cameroon
9735,Mateusz Szwoch,"CAM, CM, LM",3/19/1993,173,60,65,66,CAM,66,825000,2000,https://cdn.sofifa.com/players/224/014/21_120.png,555,Poland
9736,Cristian Martínez Borja,ST,2/3/1988,183,79,65,65,ST,65,575000,500,https://cdn.sofifa.com/players/200/207/21_120.png,289,Colombia
9737,Kyle Vassell,ST,2/7/1993,183,78,65,66,ST,66,825000,12000,https://cdn.sofifa.com/players/220/943/21_120.png,377,Northern Ireland
9738,Senou Coulibaly,CB,9/4/1994,193,80,65,70,CB,67,950000,3000,https://cdn.sofifa.com/players/244/751/21_120.png,201,Mali
9739,Ched Evans,ST,12/28/1988,183,76,65,65,ST,65,600000,3000,https://cdn.sofifa.com/players/186/127/21_120.png,453,Wales
9740,Alexandru Crețu,CDM,4/24/1992,190,81,65,66,CDM,65,0,0,https://cdn.sofifa.com/players/256/271/21_120.png,,Romania
9741,Daniel Alexander Pedersen,"CDM, CM",7/27/1992,185,74,65,65,CDM,65,675000,1000,https://cdn.sofifa.com/players/205/072/21_120.png,459,Denmark
9742,Joe Wildsmith,GK,12/28/1995,189,65,65,73,GK,65,1400000,3000,https://cdn.sofifa.com/players/220/944/21_120.png,215,England
9743,Mohammed Abdoh Al-Khabrani,CB,10/14/1993,181,68,65,68,CB,67,825000,9000,https://cdn.sofifa.com/players/228/624/21_120.png,211,Saudi Arabia
9744,Mikkel Kaufmann Sørensen,ST,1/3/2001,189,82,65,80,ST,67,1700000,4000,https://cdn.sofifa.com/players/245/264/21_120.png,146,Denmark
9745,Óscar Alexander Whalley Guardado,GK,3/29/1994,191,80,65,70,GK,65,825000,2000,https://cdn.sofifa.com/players/220/433/21_120.png,479,Spain
9747,Ufuk Ceylan,GK,6/23/1986,194,85,65,65,GK,65,120000,3000,https://cdn.sofifa.com/players/128/529/21_120.png,206,Turkey
9748,Antoni Sarcevic,CM,3/13/1992,182,78,65,65,CM,65,725000,5000,https://cdn.sofifa.com/players/200/210/21_120.png,631,England
9749,Connor Ripley,GK,2/13/1993,191,96,65,67,GK,65,650000,6000,https://cdn.sofifa.com/players/202/770/21_120.png,167,England
9750,Henrique Alex Jardinel Zonta,"CDM, CM",2/29/2000,175,71,65,65,CDM,65,725000,4000,https://cdn.sofifa.com/players/230/418/21_120.png,429,Brazil
9751,Emeka Friday Eze,ST,9/26/1996,185,80,65,70,ST,67,1100000,5000,https://cdn.sofifa.com/players/240/914/21_120.png,421,Nigeria
9752,Leigh Broxham,"CDM, CB, LB",1/13/1988,170,65,65,65,CDM,65,475000,2000,https://cdn.sofifa.com/players/181/010/21_120.png,636,Australia
9753,Facundo Eduardo Pons,ST,11/22/1995,187,84,65,72,ST,67,1400000,3000,https://cdn.sofifa.com/players/251/154/21_120.png,389,Argentina
9754,Miguel Ángel Sansores Sánchez,ST,4/28/1991,174,73,65,65,ST,65,725000,4000,https://cdn.sofifa.com/players/197/907/21_120.png,356,Mexico
9755,Magnar Ødegaard,CB,5/11/1993,186,80,65,68,CB,67,800000,1000,https://cdn.sofifa.com/players/202/259/21_120.png,561,Norway
9756,Leonardo Adrián Villagra Enciso,ST,9/2/1990,181,79,65,65,ST,65,725000,500,https://cdn.sofifa.com/players/221/459/21_120.png,497,Paraguay
9757,정현철 荣炫澈,"CDM, CB",4/26/1993,187,72,65,67,CM,66,775000,3000,https://cdn.sofifa.com/players/227/859/21_120.png,357,Korea Republic
9758,Jonas Deumeland,GK,2/9/1988,191,87,65,65,GK,65,350000,900,https://cdn.sofifa.com/players/183/827/21_120.png,630,Germany
9759,Mario Daniel Vega,GK,6/3/1984,188,91,65,65,GK,65,80000,1000,https://cdn.sofifa.com/players/184/851/21_120.png,330,Argentina
9760,Argenis José Gómez Ortega,"CAM, CM, RM",11/23/1987,169,73,65,65,CAM,65,575000,500,https://cdn.sofifa.com/players/251/923/21_120.png,612,Venezuela
9761,Steven Lawless,"RM, LM, RW",4/12/1991,170,65,65,65,RM,65,700000,3000,https://cdn.sofifa.com/players/200/980/21_120.png,570,Scotland
9762,Jerome Kiesewetter,RM,2/9/1993,183,79,65,65,RM,65,750000,2000,https://cdn.sofifa.com/players/211/988/21_120.png,209,United States
9763,Roberto Pirrello,"CB, RB",5/30/1996,190,76,65,72,CB,67,1300000,1000,https://cdn.sofifa.com/players/230/676/21_120.png,355,Italy
9764,Thomas Mcintyre,"CB, CDM",11/6/1998,185,73,65,75,CB,67,1500000,3000,https://cdn.sofifa.com/players/235/028/21_120.png,166,Scotland
9765,Anthony Gordon,"LW, LM, CAM",2/24/2001,185,70,65,83,RM,67,1800000,11000,https://cdn.sofifa.com/players/242/964/21_120.png,21,England
9766,Florian Buchacher,"LB, LWB",9/28/1987,184,78,65,65,LB,65,500000,3000,https://cdn.sofifa.com/players/244/500/21_120.png,574,Austria
9767,Assani Lukimya-Mulongoti,CB,1/25/1986,190,89,65,65,CB,65,230000,2000,https://cdn.sofifa.com/players/184/852/21_120.png,532,DR Congo
9768,Curtis Thompson,"CM, CDM",9/2/1993,178,77,65,66,CDM,68,825000,4000,https://cdn.sofifa.com/players/205/589/21_120.png,457,England
9769,David Babunski,"CAM, CM",3/1/1994,178,68,65,68,CAM,67,925000,3000,https://cdn.sofifa.com/players/206/101/21_120.png,527,North Macedonia
9770,Lyle Brent Foster,"ST, RW",9/3/2000,183,82,65,79,ST,67,1700000,2000,https://cdn.sofifa.com/players/241/173/21_120.png,182,South Africa
9771,Sepp van den Berg,CB,12/20/2001,194,78,65,82,CB,67,1700000,5000,https://cdn.sofifa.com/players/242/453/21_120.png,1,Netherlands
9772,Nordin Gerzić,"CM, CDM",11/9/1983,175,79,65,65,CM,65,230000,1000,https://cdn.sofifa.com/players/181/013/21_120.png,575,Sweden
9773,Gabriel Gudmundsson,"LM, RM, ST",4/29/1999,181,72,65,72,LM,66,1500000,2000,https://cdn.sofifa.com/players/236/822/21_120.png,341,Sweden
9774,Bartosz Slisz,"CDM, CM",3/29/1999,179,70,65,77,CDM,66,1700000,2000,https://cdn.sofifa.com/players/243/222/21_120.png,272,Poland
9775,Gustavo Martín Fernández,"CF, ST",8/4/1990,176,80,65,65,CF,65,725000,500,https://cdn.sofifa.com/players/190/742/21_120.png,563,Argentina
9776,Carlos Javier Delgado Rodríguez,CB,4/22/1990,181,76,65,65,CB,65,575000,2000,https://cdn.sofifa.com/players/200/727/21_120.png,479,Spain
9777,Ellis Harrison,ST,1/29/1994,180,79,65,66,ST,66,850000,4000,https://cdn.sofifa.com/players/203/287/21_120.png,486,Wales
9778,Alberto Varó Lara,GK,3/18/1993,191,84,65,69,GK,65,750000,2000,https://cdn.sofifa.com/players/229/655/21_120.png,367,Spain
9779,Myles Kenlock,"LB, LWB",11/26/1996,185,67,65,68,LB,65,900000,3000,https://cdn.sofifa.com/players/229/911/21_120.png,510,England
9780,Nicky Maynard,ST,12/11/1986,180,70,65,65,ST,65,450000,6000,https://cdn.sofifa.com/players/172/823/21_120.png,613,England
9781,Miguel Ángel Merentiel Serrano,"ST, CAM",2/24/1996,176,70,65,70,ST,67,1100000,3000,https://cdn.sofifa.com/players/240/663/21_120.png,181,Uruguay
9782,Hidajet Hankić,GK,6/29/1994,187,81,65,67,GK,65,675000,2000,https://cdn.sofifa.com/players/244/503/21_120.png,527,Austria
9783,Tim Rönning,GK,2/15/1999,201,88,65,74,GK,65,1400000,800,https://cdn.sofifa.com/players/242/200/21_120.png,469,Sweden
9784,Eduardo David Espiau Hernández,ST,12/19/1994,185,79,65,70,ST,67,1100000,3000,https://cdn.sofifa.com/players/245/528/21_120.png,308,Spain
9785,Cillian Sheridan,ST,2/23/1989,196,87,65,65,ST,65,600000,2000,https://cdn.sofifa.com/players/189/208/21_120.png,555,Republic of Ireland
9786,Tawfiq Bu Haymid,LB,10/29/1987,169,68,65,65,LB,65,500000,7000,https://cdn.sofifa.com/players/209/177/21_120.png,549,Saudi Arabia
9787,周云,"LB, RB",12/31/1990,183,69,65,65,LB,65,625000,5000,https://cdn.sofifa.com/players/222/233/21_120.png,386,China PR
