int_skill_id,int_player_id,int_dribbling,int_curve,int_fk_accuracy,int_long_passing,int_ball_control
7506,7506,47,24,24,40,54
7507,7507,73,55,43,43,70
7508,7508,15,14,11,25,20
7509,7509,65,35,36,65,75
7510,7510,58,51,45,55,62
7511,7511,66,73,65,48,69
7512,7512,66,57,47,59,67
7513,7513,65,64,56,66,71
7514,7514,69,35,43,60,68
7515,7515,69,45,58,51,68
7516,7516,18,10,15,29,16
7517,7517,64,49,40,60,67
7518,7518,10,10,11,28,30
7519,7519,66,63,58,37,68
7520,7520,68,66,54,44,64
7521,7521,70,62,41,50,65
7522,7522,70,67,44,53,67
7523,7523,70,51,37,53,68
7524,7524,67,66,58,49,66
7525,7525,15,12,12,22,15
7526,7526,67,41,34,44,69
7527,7527,64,65,48,66,67
7528,7528,69,70,56,67,71
7529,7529,65,51,35,31,64
7530,7530,19,15,19,25,18
7531,7531,11,12,13,34,12
7532,7532,68,65,62,51,63
7533,7533,50,33,35,46,52
7534,7534,50,56,58,53,56
7535,7535,67,43,39,69,71
7536,7536,71,58,45,48,67
7537,7537,66,70,66,64,66
7538,7538,67,59,68,69,69
7539,7539,69,47,39,57,68
7540,7540,70,63,56,59,61
7541,7541,14,16,16,25,25
7542,7542,68,57,55,60,68
7543,7543,62,32,54,70,60
7544,7544,42,40,46,45,49
7545,7545,51,61,47,61,62
7546,7546,64,32,37,62,62
7547,7547,15,12,14,28,16
7548,7548,67,63,64,53,62
7549,7549,26,19,37,59,58
7550,7550,49,33,26,48,66
7551,7551,66,69,59,63,66
7552,7552,45,48,62,62,73
7553,7553,80,66,70,62,72
7554,7554,54,36,28,55,56
7555,7555,17,17,20,19,25
7556,7556,70,42,42,62,71
7557,7557,70,65,66,54,68
7558,7558,74,73,61,71,73
7559,7559,68,57,52,53,70
7560,7560,59,51,54,68,63
7561,7561,64,46,54,45,66
7562,7562,72,63,51,54,69
7563,7563,68,67,64,69,66
7564,7564,12,12,14,15,16
7565,7565,34,29,24,49,47
7566,7566,67,62,65,57,70
7567,7567,34,21,21,51,48
7568,7568,44,38,37,70,55
7569,7569,64,48,39,58,64
7570,7570,66,59,54,66,67
7571,7571,61,64,62,68,65
7572,7572,43,40,52,61,60
7573,7573,70,65,61,74,75
7574,7574,22,14,19,39,27
7575,7575,52,54,54,53,62
7576,7576,56,54,55,58,56
7577,7577,61,58,38,49,60
7578,7578,69,41,44,63,70
7579,7579,58,57,41,63,61
7580,7580,65,57,53,67,67
7581,7581,63,64,68,45,65
7582,7582,65,60,46,62,66
7583,7583,48,42,40,53,54
7584,7584,66,64,57,47,68
7585,7585,11,12,13,22,18
7586,7586,64,65,59,46,67
7587,7587,62,47,47,62,65
7588,7588,59,71,59,64,69
7589,7589,43,38,55,59,63
7590,7590,61,53,60,60,66
7591,7591,62,42,43,65,68
7592,7592,53,36,34,72,60
7593,7593,71,58,59,49,67
7594,7594,67,45,44,57,62
7595,7595,69,61,62,66,69
7596,7596,68,63,66,63,66
7597,7597,76,55,49,60,74
7598,7598,68,60,51,58,70
7599,7599,34,29,23,64,58
7600,7600,67,55,32,64,67
7601,7601,24,28,28,53,55
7602,7602,71,63,60,54,70
7603,7603,20,15,11,33,27
7604,7604,67,54,52,66,68
7605,7605,65,56,58,66,70
7606,7606,65,59,58,60,66
7607,7607,64,59,62,43,70
7608,7608,11,20,18,31,25
7609,7609,72,51,41,55,70
7610,7610,62,51,45,61,59
7611,7611,64,52,32,39,63
7612,7612,13,20,18,16,19
7613,7613,63,33,36,43,65
7614,7614,56,32,25,62,65
7615,7615,60,66,51,65,63
7616,7616,42,22,23,49,47
7617,7617,72,58,56,48,69
7618,7618,50,58,46,47,58
7619,7619,27,17,14,20,22
7620,7620,64,62,65,66,66
7621,7621,50,45,75,65,68
7622,7622,66,46,42,72,70
7623,7623,9,15,22,28,26
7624,7624,66,67,47,64,67
7625,7625,68,55,43,46,65
7626,7626,72,55,34,59,64
7627,7627,31,22,23,50,46
7628,7628,11,16,11,21,16
7629,7629,66,54,48,71,67
7630,7630,63,38,38,66,66
7631,7631,68,68,61,66,69
7632,7632,65,71,66,68,70
7633,7633,62,49,47,53,64
7634,7634,47,34,35,71,57
7635,7635,64,40,56,68,62
7636,7636,65,50,49,69,71
7637,7637,66,60,60,55,62
7638,7638,64,64,37,53,67
7639,7639,68,46,41,65,71
7640,7640,73,57,46,55,71
7641,7641,68,70,55,68,68
7642,7642,48,32,28,39,62
7643,7643,54,37,34,40,60
7644,7644,65,58,54,51,65
7645,7645,65,53,67,65,67
7646,7646,68,63,56,63,67
7647,7647,66,63,67,54,71
7648,7648,63,65,63,67,66
7649,7649,71,61,58,64,69
7650,7650,38,33,29,51,55
7651,7651,61,62,60,65,65
7652,7652,48,55,44,60,59
7653,7653,14,16,18,34,19
7654,7654,63,63,54,69,67
7655,7655,9,10,12,18,16
7656,7656,48,34,29,60,57
7657,7657,36,31,24,52,51
7658,7658,66,68,65,66,70
7659,7659,20,9,19,19,19
7660,7660,64,54,40,73,71
7661,7661,65,46,43,52,53
7662,7662,24,35,45,45,48
7663,7663,71,63,61,49,68
7664,7664,8,13,12,20,16
7665,7665,18,26,29,51,60
7666,7666,63,67,58,57,66
7667,7667,41,34,28,56,57
7668,7668,71,68,30,49,65
7669,7669,68,58,47,61,67
7670,7670,57,48,36,51,58
7671,7671,41,44,41,55,49
7672,7672,11,20,23,25,24
7673,7673,65,78,72,70,68
7674,7674,44,43,36,51,54
7675,7675,62,39,34,39,63
7676,7676,58,57,59,62,66
7677,7677,45,31,25,64,55
7678,7678,59,65,53,64,67
7679,7679,67,53,28,54,65
7680,7680,61,53,40,61,65
7681,7681,55,45,53,62,63
7682,7682,67,66,56,64,68
7683,7683,60,50,45,53,63
7684,7684,68,63,64,53,63
7685,7685,62,66,55,39,65
7686,7686,68,69,66,52,67
7687,7687,69,70,77,59,70
7688,7688,62,48,39,58,57
7689,7689,62,61,46,71,67
7690,7690,55,35,27,29,63
7691,7691,66,63,58,56,67
7692,7692,71,77,73,66,71
7693,7693,63,64,50,63,66
7694,7694,67,59,59,65,69
7695,7695,67,59,46,71,71
7696,7696,58,50,42,66,61
7697,7697,67,56,59,59,67
7698,7698,38,38,30,61,58
7699,7699,70,62,46,50,69
7700,7700,63,33,28,60,70
7701,7701,71,72,64,70,71
7702,7702,45,35,24,52,58
7703,7703,47,39,51,55,60
7704,7704,64,55,57,63,60
7705,7705,73,59,39,49,73
7706,7706,62,58,38,64,68
7707,7707,74,58,41,57,68
7708,7708,63,45,44,55,62
7709,7709,68,53,52,64,65
7710,7710,69,73,74,68,70
7711,7711,72,73,51,57,69
7712,7712,67,60,45,62,69
7713,7713,75,64,59,55,69
7714,7714,72,60,58,58,70
7715,7715,72,69,48,60,67
7716,7716,48,36,28,59,59
7717,7717,68,65,56,51,70
7718,7718,71,68,68,71,73
7719,7719,58,46,49,49,61
7720,7720,63,35,32,52,65
7721,7721,68,42,41,71,69
7722,7722,71,65,43,52,68
7723,7723,56,58,59,61,59
7724,7724,68,61,48,58,66
7725,7725,57,56,47,54,58
7726,7726,64,63,65,64,65
7727,7727,71,66,65,62,67
7728,7728,59,62,43,69,64
7729,7729,64,55,42,68,67
7730,7730,38,21,25,58,55
7731,7731,63,59,58,41,65
7732,7732,70,50,39,63,64
7733,7733,69,64,50,60,68
7734,7734,34,29,22,50,51
7735,7735,70,62,65,49,69
7736,7736,44,32,20,61,55
7737,7737,49,57,54,57,56
7738,7738,59,59,59,68,63
7739,7739,71,74,73,64,70
7740,7740,29,25,27,33,60
7741,7741,39,22,22,58,58
7742,7742,65,50,41,36,74
7743,7743,69,60,53,68,71
7744,7744,62,84,76,73,71
7745,7745,13,14,14,17,22
7746,7746,42,27,42,59,55
7747,7747,70,68,60,67,69
7748,7748,64,60,62,65,65
7749,7749,63,64,64,67,65
7750,7750,67,66,58,55,66
7751,7751,20,13,14,22,20
7752,7752,65,67,70,68,67
7753,7753,68,52,48,62,63
7754,7754,64,66,61,54,66
7755,7755,73,70,75,58,70
7756,7756,16,12,12,25,17
7757,7757,67,52,40,58,67
7758,7758,77,62,44,66,75
7759,7759,68,54,62,67,67
7760,7760,67,74,70,60,71
7761,7761,59,35,33,62,62
7762,7762,69,62,60,47,69
7763,7763,39,27,25,51,55
7764,7764,66,32,46,57,70
7765,7765,66,64,56,68,70
7766,7766,72,58,38,63,66
7767,7767,80,67,44,43,75
7768,7768,65,45,54,68,68
7769,7769,66,48,41,62,64
7770,7770,56,51,36,49,59
7771,7771,62,56,47,55,63
7772,7772,60,58,40,53,65
7773,7773,68,73,56,62,67
7774,7774,14,11,11,27,11
7775,7775,64,61,64,62,69
7776,7776,57,41,35,62,61
7777,7777,64,37,30,59,65
7778,7778,63,47,53,65,67
7779,7779,58,49,45,59,74
7780,7780,11,11,20,33,25
7781,7781,67,58,57,61,65
7782,7782,60,54,66,63,64
7783,7783,64,45,31,43,65
7784,7784,70,58,45,67,69
7785,7785,70,54,61,68,70
7786,7786,15,12,18,22,23
7787,7787,65,49,22,29,70
7788,7788,42,32,43,65,42
7789,7789,33,40,31,49,50
7790,7790,66,52,38,38,67
7791,7791,63,45,30,29,68
7792,7792,58,63,64,68,63
7793,7793,71,65,58,59,68
7794,7794,52,38,47,69,67
7795,7795,16,18,12,26,31
7796,7796,67,60,64,59,69
7797,7797,15,17,18,25,23
7798,7798,68,62,56,56,63
7799,7799,58,41,40,57,62
7800,7800,69,62,62,56,63
7801,7801,66,64,34,62,65
7802,7802,64,44,32,32,64
7803,7803,71,57,58,73,70
7804,7804,68,70,61,57,73
7805,7805,63,67,64,59,67
7806,7806,39,28,24,66,59
7807,7807,73,50,48,48,71
7808,7808,56,38,36,69,68
7809,7809,31,26,32,43,46
7810,7810,61,52,44,71,71
7811,7811,68,65,69,55,65
7812,7812,70,62,61,59,67
7813,7813,35,27,53,50,44
7814,7814,69,66,59,61,66
7815,7815,59,34,31,56,64
7816,7816,67,59,54,61,65
7817,7817,65,27,26,65,63
7818,7818,37,33,28,30,58
7819,7819,54,51,36,57,59
7820,7820,64,48,42,72,70
7821,7821,10,10,12,32,30
7822,7822,65,58,60,63,63
7823,7823,17,12,14,29,19
7824,7824,45,24,21,56,57
7825,7825,64,58,45,71,68
7826,7826,26,24,35,53,37
7827,7827,65,61,21,57,63
7828,7828,69,48,28,52,68
7829,7829,14,14,12,11,34
7830,7830,71,59,66,57,68
7831,7831,64,42,31,51,64
7832,7832,65,59,61,39,64
7833,7833,43,25,23,50,57
7834,7834,65,67,63,67,68
7835,7835,61,48,39,61,65
7836,7836,68,55,31,66,69
7837,7837,55,35,29,50,64
7838,7838,69,61,54,65,71
7839,7839,65,64,65,64,67
7840,7840,55,40,36,58,59
7841,7841,49,45,39,60,59
7842,7842,37,36,30,62,57
7843,7843,37,21,27,58,65
7844,7844,70,61,68,64,67
7845,7845,64,53,54,62,66
7846,7846,57,68,66,64,63
7847,7847,67,68,69,68,69
7848,7848,32,21,36,51,55
7849,7849,71,70,64,57,70
7850,7850,62,45,43,63,65
7851,7851,58,42,37,42,68
7852,7852,66,45,33,62,69
7853,7853,62,72,70,57,60
7854,7854,17,13,15,22,23
7855,7855,64,53,41,60,66
7856,7856,66,57,61,66,67
7857,7857,16,11,16,42,21
7858,7858,75,52,50,55,73
7859,7859,61,57,66,38,66
7860,7860,65,66,65,66,70
7861,7861,66,66,54,55,67
7862,7862,59,57,33,54,62
7863,7863,67,42,44,69,69
7864,7864,64,48,43,53,60
7865,7865,68,63,43,77,75
7866,7866,67,59,44,56,68
7867,7867,64,40,40,46,66
7868,7868,13,13,11,22,17
7869,7869,66,40,44,60,69
7870,7870,64,60,46,54,62
7871,7871,58,41,42,67,63
7872,7872,62,35,38,65,63
7873,7873,66,70,61,59,67
7874,7874,74,66,70,60,70
7875,7875,15,15,14,25,17
7876,7876,67,71,67,72,65
7877,7877,68,55,60,40,68
7878,7878,66,52,39,61,67
7879,7879,64,50,43,40,71
7880,7880,45,35,35,55,60
7881,7881,64,46,55,46,67
7882,7882,56,43,54,67,69
7883,7883,40,27,38,60,62
7884,7884,17,20,17,19,19
7885,7885,17,16,19,27,19
7886,7886,64,63,64,68,68
7887,7887,71,68,69,68,73
7888,7888,50,61,42,59,60
7889,7889,63,65,59,67,68
7890,7890,63,64,46,67,62
7891,7891,70,63,54,56,68
7892,7892,63,49,55,70,66
7893,7893,63,40,45,59,61
7894,7894,63,60,54,64,64
7895,7895,70,49,33,61,73
7896,7896,55,34,63,53,64
7897,7897,66,64,69,62,67
7898,7898,71,49,45,45,67
7899,7899,73,69,63,66,68
7900,7900,13,12,11,17,16
7901,7901,62,55,54,47,62
7902,7902,67,66,66,55,63
7903,7903,65,39,38,49,75
7904,7904,60,30,29,35,66
7905,7905,16,20,14,21,17
7906,7906,69,63,64,63,68
7907,7907,63,73,72,71,66
7908,7908,72,59,41,45,66
7909,7909,42,26,23,44,58
7910,7910,21,24,24,31,32
7911,7911,52,50,31,53,57
7912,7912,61,70,58,64,65
7913,7913,72,73,71,68,71
7914,7914,60,50,35,49,70
7915,7915,59,58,31,60,61
7916,7916,66,64,64,65,69
7917,7917,67,45,45,66,70
7918,7918,64,64,61,68,68
7919,7919,59,40,37,41,62
7920,7920,66,55,38,46,65
7921,7921,68,63,62,65,67
7922,7922,69,64,52,66,69
7923,7923,68,49,36,54,65
7924,7924,68,67,68,67,68
7925,7925,66,73,69,68,67
7926,7926,68,59,67,50,64
7927,7927,64,56,23,56,63
7928,7928,42,27,26,44,50
7929,7929,60,52,32,58,64
7930,7930,43,38,35,35,58
7931,7931,51,41,38,61,61
7932,7932,70,54,56,55,69
7933,7933,69,66,68,59,66
7934,7934,36,36,26,26,35
7935,7935,68,74,75,68,71
7936,7936,62,49,39,47,65
7937,7937,68,30,31,63,60
7938,7938,34,40,63,60,64
7939,7939,72,59,54,63,74
7940,7940,68,62,42,70,70
7941,7941,70,63,66,64,70
7942,7942,72,38,66,64,67
7943,7943,61,43,48,26,63
7944,7944,63,69,67,69,67
7945,7945,68,69,58,49,65
7946,7946,67,53,43,69,69
7947,7947,62,45,51,69,66
7948,7948,59,29,41,56,64
7949,7949,10,11,13,26,15
7950,7950,72,66,59,60,74
7951,7951,66,45,39,61,68
7952,7952,64,57,49,52,60
7953,7953,67,36,38,36,67
7954,7954,58,58,61,58,58
7955,7955,62,44,53,62,65
7956,7956,54,55,45,62,59
7957,7957,17,11,18,28,31
7958,7958,46,27,24,49,51
7959,7959,69,58,43,64,64
7960,7960,65,48,30,54,63
7961,7961,9,13,12,16,11
7962,7962,68,53,52,69,71
7963,7963,60,65,63,56,69
7964,7964,14,15,12,16,19
7965,7965,57,61,62,60,65
7966,7966,67,52,55,68,71
7967,7967,72,51,49,57,70
7968,7968,65,49,43,54,67
7969,7969,67,66,62,71,64
7970,7970,70,34,33,51,68
7971,7971,54,39,29,53,55
7972,7972,16,14,18,21,16
7973,7973,63,51,40,69,69
7974,7974,63,42,49,56,65
7975,7975,63,67,47,74,70
7976,7976,72,76,70,64,66
7977,7977,59,58,50,55,58
7978,7978,68,63,58,59,66
7979,7979,45,35,34,51,55
7980,7980,10,11,10,22,14
7981,7981,41,33,33,45,39
7982,7982,66,47,69,68,68
7983,7983,70,58,69,59,69
7984,7984,45,29,28,36,54
7985,7985,37,23,35,52,50
7986,7986,54,31,28,59,64
7987,7987,44,33,35,44,57
7988,7988,65,55,48,54,67
7989,7989,67,68,69,53,68
7990,7990,71,48,56,63,66
7991,7991,11,13,12,19,15
7992,7992,39,37,33,63,58
7993,7993,53,58,52,58,57
7994,7994,31,24,25,53,56
7995,7995,72,48,32,41,66
7996,7996,29,31,27,44,49
7997,7997,68,39,34,45,63
7998,7998,60,52,58,64,66
7999,7999,68,58,59,61,68
8000,8000,69,35,66,34,68
8001,8001,62,52,33,63,63
8002,8002,69,50,63,66,72
8003,8003,69,54,42,70,74
8004,8004,5,13,13,19,11
8005,8005,37,31,24,42,43
8006,8006,32,32,33,40,54
8007,8007,13,12,15,35,25
8008,8008,65,62,39,50,69
8009,8009,63,43,26,48,68
8010,8010,74,56,53,71,70
8011,8011,64,52,55,63,69
8012,8012,67,55,53,76,69
8013,8013,53,45,67,57,56
8014,8014,57,58,56,53,65
8015,8015,60,44,40,53,65
8016,8016,61,62,48,60,57
8017,8017,67,42,59,65,68
8018,8018,37,29,26,53,57
8019,8019,70,73,72,39,71
8020,8020,58,57,26,68,63
8021,8021,54,58,37,55,63
8022,8022,57,44,47,63,61
8023,8023,60,39,57,64,63
8024,8024,18,18,18,23,23
8025,8025,65,54,54,46,65
8026,8026,65,59,45,44,64
8027,8027,68,70,63,61,66
8028,8028,74,45,62,49,73
8029,8029,52,33,28,60,60
8030,8030,67,54,43,48,58
8031,8031,75,53,52,61,69
8032,8032,63,46,42,66,67
8033,8033,69,59,69,62,67
8034,8034,63,68,30,47,66
8035,8035,62,69,69,68,66
8036,8036,72,45,41,50,65
8037,8037,70,67,62,47,66
8038,8038,21,21,17,35,19
8039,8039,72,37,34,64,73
8040,8040,73,53,39,39,69
8041,8041,65,68,66,60,67
8042,8042,62,60,52,63,64
8043,8043,48,30,21,59,56
8044,8044,46,31,28,62,67
8045,8045,65,50,38,50,66
8046,8046,71,51,58,58,68
8047,8047,64,52,47,55,66
8048,8048,68,61,67,54,67
8049,8049,61,53,45,57,64
8050,8050,64,64,45,61,62
8051,8051,59,57,55,63,64
8052,8052,64,37,35,67,73
8053,8053,11,6,7,32,23
8054,8054,69,38,46,69,73
8055,8055,62,38,33,69,64
8056,8056,73,57,53,52,68
8057,8057,67,63,60,66,66
8058,8058,77,55,65,67,76
8059,8059,70,66,40,62,69
8060,8060,70,72,66,68,72
8061,8061,64,61,49,64,63
8062,8062,13,12,11,38,18
8063,8063,42,36,56,73,56
8064,8064,73,47,43,47,69
8065,8065,66,38,28,64,67
8066,8066,52,35,41,58,57
8067,8067,29,25,27,33,60
8068,8068,65,39,39,48,63
8069,8069,64,51,47,54,66
8070,8070,66,67,66,67,73
8071,8071,65,45,55,61,61
8072,8072,64,57,53,68,66
8073,8073,62,34,31,66,66
8074,8074,16,16,13,22,24
8075,8075,75,54,56,51,76
8076,8076,70,71,70,64,70
8077,8077,70,58,52,55,66
8078,8078,63,49,48,53,63
8079,8079,70,64,47,62,69
8080,8080,66,55,54,67,69
8081,8081,62,66,71,66,61
8082,8082,70,65,59,53,69
8083,8083,69,51,55,63,67
8084,8084,18,17,17,27,22
8085,8085,65,59,59,64,67
8086,8086,15,13,14,24,14
8087,8087,70,65,58,56,69
8088,8088,12,11,17,18,21
8089,8089,66,47,48,51,69
8090,8090,67,63,59,63,69
8091,8091,50,48,47,61,62
8092,8092,67,55,47,55,68
8093,8093,68,47,48,49,63
8094,8094,69,51,59,67,68
8095,8095,63,51,53,43,71
8096,8096,60,42,43,60,62
8097,8097,67,63,63,60,70
8098,8098,66,67,72,65,67
8099,8099,61,42,56,62,64
8100,8100,65,66,58,71,72
8101,8101,30,13,36,40,42
8102,8102,70,64,61,59,67
8103,8103,48,25,29,49,52
8104,8104,68,54,47,39,69
8105,8105,68,71,63,50,68
8106,8106,75,60,26,57,68
8107,8107,72,53,46,66,69
8108,8108,65,52,39,37,67
8109,8109,67,60,51,65,71
8110,8110,68,74,67,73,70
8111,8111,61,31,27,59,63
8112,8112,56,48,55,58,67
8113,8113,12,19,15,45,36
8114,8114,65,64,76,65,66
8115,8115,61,60,33,40,65
8116,8116,62,58,60,51,66
8117,8117,64,59,54,67,67
8118,8118,31,25,22,62,56
8119,8119,63,55,31,50,61
8120,8120,68,55,70,39,65
8121,8121,71,57,38,36,67
8122,8122,67,57,41,57,66
8123,8123,66,66,62,61,64
8124,8124,69,64,62,58,67
8125,8125,64,42,44,75,71
8126,8126,59,43,35,65,63
8127,8127,64,53,25,62,62
8128,8128,67,63,47,57,65
8129,8129,64,66,47,67,71
8130,8130,54,31,30,49,58
8131,8131,13,14,13,33,21
8132,8132,68,67,70,50,70
8133,8133,65,62,59,69,68
8134,8134,49,33,31,59,57
8135,8135,67,67,68,69,67
8136,8136,45,35,35,61,59
8137,8137,32,28,32,48,48
8138,8138,65,64,35,62,61
8139,8139,53,27,32,40,58
8140,8140,64,58,40,64,64
8141,8141,64,66,31,63,64
8142,8142,64,66,34,72,67
8143,8143,31,27,36,41,55
8144,8144,66,55,42,32,68
8145,8145,42,35,35,45,51
8146,8146,66,56,39,64,73
8147,8147,74,57,52,69,72
8148,8148,14,20,19,18,23
8149,8149,75,65,67,65,74
8150,8150,71,52,62,66,68
8151,8151,69,58,51,64,70
8152,8152,65,61,58,57,59
8153,8153,68,73,69,67,70
8154,8154,59,46,34,34,64
8155,8155,32,36,40,45,53
8156,8156,46,51,32,24,65
8157,8157,57,42,37,68,65
8158,8158,14,14,12,28,18
8159,8159,47,50,45,57,54
8160,8160,70,61,59,44,68
8161,8161,66,45,56,67,70
8162,8162,70,69,59,56,70
8163,8163,54,39,46,67,60
8164,8164,60,34,30,67,59
8165,8165,29,29,33,43,48
8166,8166,77,65,37,49,72
8167,8167,69,63,61,65,72
8168,8168,68,65,40,48,68
8169,8169,69,66,59,50,69
8170,8170,56,50,31,54,60
8171,8171,69,58,57,52,62
8172,8172,68,70,50,55,66
8173,8173,58,42,30,70,60
8174,8174,13,16,13,16,26
8175,8175,63,57,43,69,66
8176,8176,41,25,26,55,47
8177,8177,64,32,39,55,62
8178,8178,11,14,14,28,33
8179,8179,40,42,29,50,63
8180,8180,63,76,73,61,66
8181,8181,66,49,39,59,59
8182,8182,52,59,12,60,60
8183,8183,69,71,78,66,67
8184,8184,67,52,67,66,74
8185,8185,70,59,51,69,69
8186,8186,59,37,33,54,58
8187,8187,55,56,23,58,66
8188,8188,68,47,36,62,67
8189,8189,60,63,56,60,62
8190,8190,66,51,45,52,65
8191,8191,43,32,38,63,57
8192,8192,62,40,45,68,67
8193,8193,62,74,78,73,70
8194,8194,15,11,19,25,20
8195,8195,72,61,40,43,68
8196,8196,64,67,60,63,63
8197,8197,66,35,39,65,62
8198,8198,52,56,44,48,59
8199,8199,32,41,24,55,52
8200,8200,68,66,46,55,69
8201,8201,29,23,28,42,45
8202,8202,61,64,45,64,62
8203,8203,61,49,48,68,67
8204,8204,71,59,41,45,68
8205,8205,75,63,47,49,69
8206,8206,72,52,39,48,70
8207,8207,65,57,55,61,66
8208,8208,32,40,19,61,59
8209,8209,67,67,62,59,67
8210,8210,18,17,20,20,16
8211,8211,50,30,30,65,65
8212,8212,68,68,57,61,64
8213,8213,66,65,56,64,67
8214,8214,68,44,52,38,64
8215,8215,65,67,61,56,64
8216,8216,70,66,62,63,70
8217,8217,60,57,49,58,61
8218,8218,37,16,28,50,62
8219,8219,65,45,25,57,68
8220,8220,41,31,30,47,50
8221,8221,72,48,56,60,70
8222,8222,73,55,45,55,67
8223,8223,70,65,67,63,73
8224,8224,60,60,33,49,69
8225,8225,67,62,61,61,67
8226,8226,62,59,46,59,65
8227,8227,67,63,68,60,64
8228,8228,13,15,12,45,22
8229,8229,32,25,28,52,52
8230,8230,62,46,43,64,67
8231,8231,64,66,42,63,60
8232,8232,74,64,69,63,73
8233,8233,13,15,18,23,28
8234,8234,69,60,65,69,70
8235,8235,33,21,57,38,55
8236,8236,39,27,28,45,60
8237,8237,52,37,39,61,60
8238,8238,74,65,59,51,69
8239,8239,75,63,41,65,68
8240,8240,63,42,34,58,60
8241,8241,70,46,51,53,66
8242,8242,65,57,52,68,67
8243,8243,65,68,73,61,64
8244,8244,66,62,65,55,68
8245,8245,61,56,18,57,60
8246,8246,62,51,50,64,64
8247,8247,72,76,70,60,64
8248,8248,37,22,33,44,58
8249,8249,69,67,44,59,68
8250,8250,48,32,18,42,53
8251,8251,64,54,52,67,68
8252,8252,60,51,39,67,69
8253,8253,61,53,41,45,65
8254,8254,65,34,23,55,67
8255,8255,58,68,63,65,64
8256,8256,67,67,70,65,65
8257,8257,50,22,28,59,59
8258,8258,57,45,48,47,62
8259,8259,66,42,37,62,69
8260,8260,59,53,35,49,71
8261,8261,63,69,63,70,67
8262,8262,61,55,50,62,62
8263,8263,62,33,29,42,62
8264,8264,62,64,66,67,66
8265,8265,74,74,65,63,71
8266,8266,69,65,41,50,71
8267,8267,37,35,30,51,61
8268,8268,69,65,60,56,68
8269,8269,66,55,50,60,66
8270,8270,55,60,31,62,62
8271,8271,75,54,43,64,74
8272,8272,72,55,42,55,70
8273,8273,68,52,51,69,71
8274,8274,62,47,34,52,60
8275,8275,71,63,59,61,70
8276,8276,48,49,46,58,54
8277,8277,70,59,56,64,69
8278,8278,65,57,63,63,63
8279,8279,67,77,66,69,65
8280,8280,67,43,40,60,69
8281,8281,60,40,38,60,64
8282,8282,67,64,66,70,69
8283,8283,60,47,45,48,63
8284,8284,12,12,14,20,20
8285,8285,58,49,37,64,62
8286,8286,65,69,70,65,68
8287,8287,70,79,74,71,67
8288,8288,62,42,30,62,65
8289,8289,63,46,39,47,65
8290,8290,64,58,59,61,68
8291,8291,67,63,51,71,68
8292,8292,26,25,21,41,44
8293,8293,64,60,59,56,64
8294,8294,70,65,62,63,69
8295,8295,68,56,46,64,64
8296,8296,66,66,66,65,69
8297,8297,67,72,70,67,69
8298,8298,67,57,33,42,63
8299,8299,67,73,74,66,68
8300,8300,56,29,25,47,57
8301,8301,63,58,33,58,67
8302,8302,70,59,63,52,69
8303,8303,67,54,45,59,68
8304,8304,71,59,50,58,69
8305,8305,64,60,51,61,68
8306,8306,66,52,38,56,65
8307,8307,62,60,35,58,64
8308,8308,68,66,61,50,69
8309,8309,71,59,49,60,66
8310,8310,60,53,35,53,63
8311,8311,70,53,42,54,66
8312,8312,51,25,22,61,59
8313,8313,64,41,33,47,63
8314,8314,72,62,59,60,72
8315,8315,59,31,33,29,63
8316,8316,70,54,55,52,72
8317,8317,36,25,12,53,55
8318,8318,62,58,43,61,66
8319,8319,16,16,11,45,19
8320,8320,76,65,59,66,74
8321,8321,62,56,27,67,57
8322,8322,62,45,46,55,61
8323,8323,36,26,41,40,42
8324,8324,32,24,23,46,50
8325,8325,49,35,34,53,54
8326,8326,42,45,27,59,55
8327,8327,57,34,27,64,62
8328,8328,19,18,10,41,20
8329,8329,59,59,62,70,66
8330,8330,61,70,58,66,66
8331,8331,57,47,55,62,66
8332,8332,60,62,30,48,63
8333,8333,61,61,43,65,65
8334,8334,71,70,67,65,68
8335,8335,64,70,69,70,64
8336,8336,19,23,22,32,22
8337,8337,41,29,24,61,65
8338,8338,18,21,13,31,30
8339,8339,63,59,56,66,65
8340,8340,64,44,28,41,65
8341,8341,70,70,74,55,68
8342,8342,13,11,14,26,18
8343,8343,65,46,40,71,66
8344,8344,70,63,64,58,67
8345,8345,14,13,11,21,23
8346,8346,12,12,13,25,17
8347,8347,63,42,38,60,64
8348,8348,12,10,13,25,10
8349,8349,71,46,49,55,70
8350,8350,44,28,32,39,59
8351,8351,73,63,57,51,69
8352,8352,19,16,12,36,14
8353,8353,66,43,51,61,65
8354,8354,60,58,48,55,61
8355,8355,68,63,64,68,70
8356,8356,46,39,33,53,65
8357,8357,58,56,50,69,61
8358,8358,15,13,12,32,20
8359,8359,69,48,35,41,68
8360,8360,67,49,53,63,68
8361,8361,19,25,18,31,22
8362,8362,69,68,64,66,71
8363,8363,60,34,30,43,68
8364,8364,71,45,30,59,69
8365,8365,49,22,24,50,57
8366,8366,73,62,37,50,70
8367,8367,71,64,56,57,64
8368,8368,58,40,34,61,63
8369,8369,71,52,53,54,67
8370,8370,65,53,67,65,68
8371,8371,62,62,59,61,64
8372,8372,67,63,65,72,65
8373,8373,67,61,58,65,70
8374,8374,18,12,16,35,20
8375,8375,68,64,64,68,54
8376,8376,11,12,19,37,22
